"trainer/global_step","SPT-64 - _step","SPT-64 - _step__MIN","SPT-64 - _step__MAX","SPT-64 - train/loss","SPT-64 - train/loss__MIN","SPT-64 - train/loss__MAX"
"1884","790","790","790","2.62204909324646","2.62204909324646","2.62204909324646"
"1889","792","792","792","2.394888401031494","2.394888401031494","2.394888401031494"
"1894","794","794","794","2.357316255569458","2.357316255569458","2.357316255569458"
"1899","797","797","797","2.3854918479919434","2.3854918479919434","2.3854918479919434"
"1904","799","799","799","2.499948740005493","2.499948740005493","2.499948740005493"
"1909","801","801","801","2.314223527908325","2.314223527908325","2.314223527908325"
"1914","803","803","803","2.145902156829834","2.145902156829834","2.145902156829834"
"1919","805","805","805","2.189913511276245","2.189913511276245","2.189913511276245"
"1924","807","807","807","2.01971697807312","2.01971697807312","2.01971697807312"
"1929","809","809","809","2.449246644973755","2.449246644973755","2.449246644973755"
"1934","811","811","811","2.127903461456299","2.127903461456299","2.127903461456299"
"1939","813","813","813","2.045327663421631","2.045327663421631","2.045327663421631"
"1944","815","815","815","2.0424933433532715","2.0424933433532715","2.0424933433532715"
"1949","818","818","818","2.0186049938201904","2.0186049938201904","2.0186049938201904"
"1954","820","820","820","2.2157294750213623","2.2157294750213623","2.2157294750213623"
"1959","822","822","822","2.204193353652954","2.204193353652954","2.204193353652954"
"1964","824","824","824","2.194369077682495","2.194369077682495","2.194369077682495"
"1969","826","826","826","2.0943241119384766","2.0943241119384766","2.0943241119384766"
"1974","828","828","828","2.020723342895508","2.020723342895508","2.020723342895508"
"1979","830","830","830","1.676926851272583","1.676926851272583","1.676926851272583"
"1984","832","832","832","1.9035024642944336","1.9035024642944336","1.9035024642944336"
"1989","834","834","834","2.0886526107788086","2.0886526107788086","2.0886526107788086"
"1994","836","836","836","2.164386034011841","2.164386034011841","2.164386034011841"
"1999","839","839","839","2.201117992401123","2.201117992401123","2.201117992401123"
"2004","841","841","841","2.3028616905212402","2.3028616905212402","2.3028616905212402"
"2009","843","843","843","2.1556239128112793","2.1556239128112793","2.1556239128112793"
"2014","845","845","845","1.9787060022354126","1.9787060022354126","1.9787060022354126"
"2019","847","847","847","2.094320774078369","2.094320774078369","2.094320774078369"
"2024","849","849","849","2.408336877822876","2.408336877822876","2.408336877822876"
"2029","851","851","851","1.9244416952133179","1.9244416952133179","1.9244416952133179"
"2034","853","853","853","2.178199529647827","2.178199529647827","2.178199529647827"
"2039","855","855","855","2.0868067741394043","2.0868067741394043","2.0868067741394043"
"2044","857","857","857","2.1266696453094482","2.1266696453094482","2.1266696453094482"
"2049","860","860","860","2.339785099029541","2.339785099029541","2.339785099029541"
"2054","862","862","862","2.173299789428711","2.173299789428711","2.173299789428711"
"2059","864","864","864","1.926793098449707","1.926793098449707","1.926793098449707"
"2064","866","866","866","2.0849878787994385","2.0849878787994385","2.0849878787994385"
"2069","868","868","868","1.8262115716934204","1.8262115716934204","1.8262115716934204"
"2074","870","870","870","1.9288336038589478","1.9288336038589478","1.9288336038589478"
"2079","872","872","872","2.0677297115325928","2.0677297115325928","2.0677297115325928"
"2084","874","874","874","2.442270040512085","2.442270040512085","2.442270040512085"
"2089","876","876","876","2.3022522926330566","2.3022522926330566","2.3022522926330566"
"2094","878","878","878","2.2656333446502686","2.2656333446502686","2.2656333446502686"
"2099","881","881","881","2.404965877532959","2.404965877532959","2.404965877532959"
"2104","883","883","883","2.3606467247009277","2.3606467247009277","2.3606467247009277"
"2109","885","885","885","2.150484561920166","2.150484561920166","2.150484561920166"
"2114","887","887","887","2.6330678462982178","2.6330678462982178","2.6330678462982178"
"2119","889","889","889","2.9022669792175293","2.9022669792175293","2.9022669792175293"
"2124","891","891","891","2.7866368293762207","2.7866368293762207","2.7866368293762207"
"2129","893","893","893","2.438814640045166","2.438814640045166","2.438814640045166"
"2134","895","895","895","2.4776663780212402","2.4776663780212402","2.4776663780212402"
"2139","897","897","897","2.367347240447998","2.367347240447998","2.367347240447998"
"2144","899","899","899","2.4824471473693848","2.4824471473693848","2.4824471473693848"
"2149","902","902","902","2.3242533206939697","2.3242533206939697","2.3242533206939697"
"2154","904","904","904","2.168815851211548","2.168815851211548","2.168815851211548"
"2159","906","906","906","2.280322551727295","2.280322551727295","2.280322551727295"
"2164","908","908","908","2.310925245285034","2.310925245285034","2.310925245285034"
"2169","910","910","910","2.445167064666748","2.445167064666748","2.445167064666748"
"2174","912","912","912","2.447467088699341","2.447467088699341","2.447467088699341"
"2179","914","914","914","2.339834690093994","2.339834690093994","2.339834690093994"
"2184","916","916","916","2.3142383098602295","2.3142383098602295","2.3142383098602295"
"2189","918","918","918","2.078357219696045","2.078357219696045","2.078357219696045"
"2194","920","920","920","2.2080817222595215","2.2080817222595215","2.2080817222595215"
"2199","923","923","923","2.1338140964508057","2.1338140964508057","2.1338140964508057"
"2204","925","925","925","2.129977226257324","2.129977226257324","2.129977226257324"
"2209","927","927","927","2.2293059825897217","2.2293059825897217","2.2293059825897217"
"2214","929","929","929","2.7824766635894775","2.7824766635894775","2.7824766635894775"
"2219","931","931","931","2.275566577911377","2.275566577911377","2.275566577911377"
"2224","933","933","933","2.6575701236724854","2.6575701236724854","2.6575701236724854"
"2229","935","935","935","2.3100905418395996","2.3100905418395996","2.3100905418395996"
"2234","937","937","937","2.255375385284424","2.255375385284424","2.255375385284424"
"2239","939","939","939","2.3874409198760986","2.3874409198760986","2.3874409198760986"
"2244","941","941","941","2.3139119148254395","2.3139119148254395","2.3139119148254395"
"2249","944","944","944","2.280759334564209","2.280759334564209","2.280759334564209"
"2254","946","946","946","2.5350778102874756","2.5350778102874756","2.5350778102874756"
"2259","948","948","948","2.0760581493377686","2.0760581493377686","2.0760581493377686"
"2264","950","950","950","1.9781936407089233","1.9781936407089233","1.9781936407089233"
"2269","952","952","952","2.1414475440979004","2.1414475440979004","2.1414475440979004"
"2274","954","954","954","2.06866717338562","2.06866717338562","2.06866717338562"
"2279","956","956","956","2.284456729888916","2.284456729888916","2.284456729888916"
"2284","958","958","958","2.2809293270111084","2.2809293270111084","2.2809293270111084"
"2289","960","960","960","2.5167436599731445","2.5167436599731445","2.5167436599731445"
"2294","962","962","962","2.1406140327453613","2.1406140327453613","2.1406140327453613"
"2299","965","965","965","2.4148333072662354","2.4148333072662354","2.4148333072662354"
"2304","967","967","967","2.211752414703369","2.211752414703369","2.211752414703369"
"2309","969","969","969","2.2824065685272217","2.2824065685272217","2.2824065685272217"
"2314","971","971","971","2.065155267715454","2.065155267715454","2.065155267715454"
"2319","973","973","973","2.2805092334747314","2.2805092334747314","2.2805092334747314"
"2324","975","975","975","2.027613639831543","2.027613639831543","2.027613639831543"
"2329","977","977","977","2.1525323390960693","2.1525323390960693","2.1525323390960693"
"2334","979","979","979","1.90509033203125","1.90509033203125","1.90509033203125"
"2339","981","981","981","2.0053837299346924","2.0053837299346924","2.0053837299346924"
"2344","983","983","983","2.0398643016815186","2.0398643016815186","2.0398643016815186"
"2349","986","986","986","2.1806507110595703","2.1806507110595703","2.1806507110595703"
"2354","988","988","988","1.8755080699920654","1.8755080699920654","1.8755080699920654"
"2359","990","990","990","1.9424750804901123","1.9424750804901123","1.9424750804901123"
"2364","992","992","992","1.916405439376831","1.916405439376831","1.916405439376831"
"2369","994","994","994","2.4278149604797363","2.4278149604797363","2.4278149604797363"
"2374","996","996","996","2.1357219219207764","2.1357219219207764","2.1357219219207764"
"2379","998","998","998","2.0288093090057373","2.0288093090057373","2.0288093090057373"
"2384","1000","1000","1000","2.1295955181121826","2.1295955181121826","2.1295955181121826"
"2389","1002","1002","1002","2.109269380569458","2.109269380569458","2.109269380569458"
"2394","1004","1004","1004","2.309720993041992","2.309720993041992","2.309720993041992"
"2399","1007","1007","1007","2.3294215202331543","2.3294215202331543","2.3294215202331543"
"2404","1009","1009","1009","2.3532378673553467","2.3532378673553467","2.3532378673553467"
"2409","1011","1011","1011","2.086092710494995","2.086092710494995","2.086092710494995"
"2414","1013","1013","1013","1.9652906656265259","1.9652906656265259","1.9652906656265259"
"2419","1015","1015","1015","2.0118789672851562","2.0118789672851562","2.0118789672851562"
"2424","1017","1017","1017","1.8396447896957397","1.8396447896957397","1.8396447896957397"
"2429","1019","1019","1019","2.2953174114227295","2.2953174114227295","2.2953174114227295"
"2434","1021","1021","1021","2.756342649459839","2.756342649459839","2.756342649459839"
"2439","1023","1023","1023","2.485548973083496","2.485548973083496","2.485548973083496"
"2444","1025","1025","1025","2.594602108001709","2.594602108001709","2.594602108001709"
"2449","1028","1028","1028","2.9213366508483887","2.9213366508483887","2.9213366508483887"
"2454","1030","1030","1030","2.5386831760406494","2.5386831760406494","2.5386831760406494"
"2459","1032","1032","1032","2.763249158859253","2.763249158859253","2.763249158859253"
"2464","1034","1034","1034","2.3975486755371094","2.3975486755371094","2.3975486755371094"
"2469","1036","1036","1036","2.0562074184417725","2.0562074184417725","2.0562074184417725"
"2474","1038","1038","1038","2.2662501335144043","2.2662501335144043","2.2662501335144043"
"2479","1040","1040","1040","2.2596402168273926","2.2596402168273926","2.2596402168273926"
"2484","1042","1042","1042","2.1344127655029297","2.1344127655029297","2.1344127655029297"
"2489","1044","1044","1044","2.513188123703003","2.513188123703003","2.513188123703003"
"2494","1046","1046","1046","2.375459909439087","2.375459909439087","2.375459909439087"
"2499","1049","1049","1049","2.1588025093078613","2.1588025093078613","2.1588025093078613"
"2504","1051","1051","1051","2.1023786067962646","2.1023786067962646","2.1023786067962646"
"2509","1053","1053","1053","2.414252519607544","2.414252519607544","2.414252519607544"
"2514","1055","1055","1055","2.6451363563537598","2.6451363563537598","2.6451363563537598"
"2519","1057","1057","1057","2.4046995639801025","2.4046995639801025","2.4046995639801025"
"2524","1059","1059","1059","2.2984161376953125","2.2984161376953125","2.2984161376953125"
"2529","1061","1061","1061","2.5133259296417236","2.5133259296417236","2.5133259296417236"
"2534","1063","1063","1063","2.0545177459716797","2.0545177459716797","2.0545177459716797"
"2539","1065","1065","1065","1.9945380687713623","1.9945380687713623","1.9945380687713623"
"2544","1067","1067","1067","2.005894660949707","2.005894660949707","2.005894660949707"
"2549","1070","1070","1070","2.1571717262268066","2.1571717262268066","2.1571717262268066"
"2554","1072","1072","1072","2.0663228034973145","2.0663228034973145","2.0663228034973145"
"2559","1074","1074","1074","2.081439733505249","2.081439733505249","2.081439733505249"
"2564","1076","1076","1076","2.30310320854187","2.30310320854187","2.30310320854187"
"2569","1078","1078","1078","2.2145514488220215","2.2145514488220215","2.2145514488220215"
"2574","1080","1080","1080","2.318147897720337","2.318147897720337","2.318147897720337"
"2579","1082","1082","1082","2.0458736419677734","2.0458736419677734","2.0458736419677734"
"2584","1084","1084","1084","2.129615068435669","2.129615068435669","2.129615068435669"
"2589","1086","1086","1086","2.1440467834472656","2.1440467834472656","2.1440467834472656"
"2594","1088","1088","1088","2.2112879753112793","2.2112879753112793","2.2112879753112793"
"2599","1091","1091","1091","2.178697347640991","2.178697347640991","2.178697347640991"
"2604","1093","1093","1093","1.9832117557525635","1.9832117557525635","1.9832117557525635"
"2609","1095","1095","1095","1.9019607305526733","1.9019607305526733","1.9019607305526733"
"2614","1097","1097","1097","2.197105884552002","2.197105884552002","2.197105884552002"
"2619","1099","1099","1099","1.8690553903579712","1.8690553903579712","1.8690553903579712"
"2624","1101","1101","1101","2.085728406906128","2.085728406906128","2.085728406906128"
"2629","1103","1103","1103","2.3863186836242676","2.3863186836242676","2.3863186836242676"
"2634","1105","1105","1105","2.058558940887451","2.058558940887451","2.058558940887451"
"2639","1107","1107","1107","2.1956729888916016","2.1956729888916016","2.1956729888916016"
"2644","1109","1109","1109","2.145474910736084","2.145474910736084","2.145474910736084"
"2649","1112","1112","1112","2.048412322998047","2.048412322998047","2.048412322998047"
"2654","1114","1114","1114","2.016862630844116","2.016862630844116","2.016862630844116"
"2659","1116","1116","1116","2.165621042251587","2.165621042251587","2.165621042251587"
"2664","1118","1118","1118","2.328232526779175","2.328232526779175","2.328232526779175"
"2669","1120","1120","1120","2.2758517265319824","2.2758517265319824","2.2758517265319824"
"2674","1122","1122","1122","2.203840732574463","2.203840732574463","2.203840732574463"
"2679","1124","1124","1124","2.0888023376464844","2.0888023376464844","2.0888023376464844"
"2684","1126","1126","1126","2.095331907272339","2.095331907272339","2.095331907272339"
"2689","1128","1128","1128","1.7625257968902588","1.7625257968902588","1.7625257968902588"
"2694","1130","1130","1130","1.9860490560531616","1.9860490560531616","1.9860490560531616"
"2699","1133","1133","1133","1.9476009607315063","1.9476009607315063","1.9476009607315063"
"2704","1135","1135","1135","2.08211088180542","2.08211088180542","2.08211088180542"
"2709","1137","1137","1137","1.7147395610809326","1.7147395610809326","1.7147395610809326"
"2714","1139","1139","1139","1.9205472469329834","1.9205472469329834","1.9205472469329834"
"2719","1141","1141","1141","1.9434034824371338","1.9434034824371338","1.9434034824371338"
"2724","1143","1143","1143","2.091616630554199","2.091616630554199","2.091616630554199"
"2729","1145","1145","1145","2.1869494915008545","2.1869494915008545","2.1869494915008545"
"2734","1147","1147","1147","1.8583542108535767","1.8583542108535767","1.8583542108535767"
"2739","1149","1149","1149","1.8298254013061523","1.8298254013061523","1.8298254013061523"
"2744","1151","1151","1151","1.892944097518921","1.892944097518921","1.892944097518921"
"2749","1154","1154","1154","1.9740259647369385","1.9740259647369385","1.9740259647369385"
"2754","1156","1156","1156","1.8756873607635498","1.8756873607635498","1.8756873607635498"
"2759","1158","1158","1158","2.0654282569885254","2.0654282569885254","2.0654282569885254"
"2764","1160","1160","1160","1.8140233755111694","1.8140233755111694","1.8140233755111694"
"2769","1162","1162","1162","2.167957067489624","2.167957067489624","2.167957067489624"
"2774","1164","1164","1164","1.708319902420044","1.708319902420044","1.708319902420044"
"2779","1166","1166","1166","1.8482439517974854","1.8482439517974854","1.8482439517974854"
"2784","1168","1168","1168","1.9962406158447266","1.9962406158447266","1.9962406158447266"
"2789","1170","1170","1170","2.0109617710113525","2.0109617710113525","2.0109617710113525"
"2794","1172","1172","1172","2.0496840476989746","2.0496840476989746","2.0496840476989746"
"2799","1175","1175","1175","1.87225341796875","1.87225341796875","1.87225341796875"
"2804","1177","1177","1177","1.872214913368225","1.872214913368225","1.872214913368225"
"2809","1179","1179","1179","1.8635351657867432","1.8635351657867432","1.8635351657867432"
"2814","1181","1181","1181","1.8821109533309937","1.8821109533309937","1.8821109533309937"
"2819","1183","1183","1183","2.043828248977661","2.043828248977661","2.043828248977661"
"2824","1185","1185","1185","1.8091094493865967","1.8091094493865967","1.8091094493865967"
"2829","1187","1187","1187","1.880282998085022","1.880282998085022","1.880282998085022"
"2834","1189","1189","1189","1.7670459747314453","1.7670459747314453","1.7670459747314453"
"2839","1191","1191","1191","1.8235771656036377","1.8235771656036377","1.8235771656036377"
"2844","1193","1193","1193","1.7147541046142578","1.7147541046142578","1.7147541046142578"
"2849","1196","1196","1196","1.8580058813095093","1.8580058813095093","1.8580058813095093"
"2854","1198","1198","1198","1.7742408514022827","1.7742408514022827","1.7742408514022827"
"2859","1200","1200","1200","1.8474143743515015","1.8474143743515015","1.8474143743515015"
"2864","1202","1202","1202","2.0169527530670166","2.0169527530670166","2.0169527530670166"
"2869","1204","1204","1204","2.1681253910064697","2.1681253910064697","2.1681253910064697"
"2874","1206","1206","1206","2.0691542625427246","2.0691542625427246","2.0691542625427246"
"2879","1208","1208","1208","2.025561809539795","2.025561809539795","2.025561809539795"
"2884","1210","1210","1210","2.005237340927124","2.005237340927124","2.005237340927124"
"2889","1212","1212","1212","1.9569625854492188","1.9569625854492188","1.9569625854492188"
"2894","1214","1214","1214","2.0719683170318604","2.0719683170318604","2.0719683170318604"
"2899","1217","1217","1217","2.014474391937256","2.014474391937256","2.014474391937256"
"2904","1219","1219","1219","2.190171718597412","2.190171718597412","2.190171718597412"
"2909","1221","1221","1221","2.124685764312744","2.124685764312744","2.124685764312744"
"2914","1223","1223","1223","2.0007331371307373","2.0007331371307373","2.0007331371307373"
"2919","1225","1225","1225","1.9452587366104126","1.9452587366104126","1.9452587366104126"
"2924","1227","1227","1227","1.87166428565979","1.87166428565979","1.87166428565979"
"2929","1229","1229","1229","2.072410821914673","2.072410821914673","2.072410821914673"
"2934","1231","1231","1231","2.0104002952575684","2.0104002952575684","2.0104002952575684"
"2939","1233","1233","1233","1.9574851989746094","1.9574851989746094","1.9574851989746094"
"2944","1235","1235","1235","1.7236970663070679","1.7236970663070679","1.7236970663070679"
"2949","1238","1238","1238","1.963168740272522","1.963168740272522","1.963168740272522"
"2954","1240","1240","1240","2.31764554977417","2.31764554977417","2.31764554977417"
"2959","1242","1242","1242","2.2487354278564453","2.2487354278564453","2.2487354278564453"
"2964","1244","1244","1244","2.054396152496338","2.054396152496338","2.054396152496338"
"2969","1246","1246","1246","1.81047785282135","1.81047785282135","1.81047785282135"
"2974","1248","1248","1248","1.9722874164581299","1.9722874164581299","1.9722874164581299"
"2979","1250","1250","1250","1.9449081420898438","1.9449081420898438","1.9449081420898438"
"2984","1252","1252","1252","1.6900781393051147","1.6900781393051147","1.6900781393051147"
"2989","1254","1254","1254","2.1241936683654785","2.1241936683654785","2.1241936683654785"
"2994","1256","1256","1256","1.9669711589813232","1.9669711589813232","1.9669711589813232"
"2999","1259","1259","1259","1.9433209896087646","1.9433209896087646","1.9433209896087646"
"3004","1261","1261","1261","1.9903297424316406","1.9903297424316406","1.9903297424316406"
"3009","1263","1263","1263","1.880170464515686","1.880170464515686","1.880170464515686"
"3014","1265","1265","1265","1.6719281673431396","1.6719281673431396","1.6719281673431396"
"3019","1267","1267","1267","1.8236205577850342","1.8236205577850342","1.8236205577850342"
"3024","1269","1269","1269","1.9549610614776611","1.9549610614776611","1.9549610614776611"
"3029","1271","1271","1271","1.7108348608016968","1.7108348608016968","1.7108348608016968"
"3034","1273","1273","1273","1.7181122303009033","1.7181122303009033","1.7181122303009033"
"3039","1275","1275","1275","1.8497403860092163","1.8497403860092163","1.8497403860092163"
"3044","1277","1277","1277","1.6312185525894165","1.6312185525894165","1.6312185525894165"
"3049","1280","1280","1280","1.9611486196517944","1.9611486196517944","1.9611486196517944"
"3054","1282","1282","1282","1.9885486364364624","1.9885486364364624","1.9885486364364624"
"3059","1284","1284","1284","1.9534857273101807","1.9534857273101807","1.9534857273101807"
"3064","1286","1286","1286","1.8019516468048096","1.8019516468048096","1.8019516468048096"
"3069","1288","1288","1288","1.670168161392212","1.670168161392212","1.670168161392212"
"3074","1290","1290","1290","1.917454481124878","1.917454481124878","1.917454481124878"
"3079","1292","1292","1292","1.7187401056289673","1.7187401056289673","1.7187401056289673"
"3084","1294","1294","1294","1.9527397155761719","1.9527397155761719","1.9527397155761719"
"3089","1296","1296","1296","1.9973777532577515","1.9973777532577515","1.9973777532577515"
"3094","1298","1298","1298","2.0106616020202637","2.0106616020202637","2.0106616020202637"
"3099","1301","1301","1301","1.9729893207550049","1.9729893207550049","1.9729893207550049"
"3104","1303","1303","1303","2.074382781982422","2.074382781982422","2.074382781982422"
"3109","1305","1305","1305","1.833552598953247","1.833552598953247","1.833552598953247"
"3114","1307","1307","1307","2.4482884407043457","2.4482884407043457","2.4482884407043457"
"3119","1309","1309","1309","1.9771846532821655","1.9771846532821655","1.9771846532821655"
"3124","1311","1311","1311","2.3888111114501953","2.3888111114501953","2.3888111114501953"
"3129","1313","1313","1313","2.0374903678894043","2.0374903678894043","2.0374903678894043"
"3134","1315","1315","1315","2.180208444595337","2.180208444595337","2.180208444595337"
"3139","1317","1317","1317","2.044304132461548","2.044304132461548","2.044304132461548"
"3144","1319","1319","1319","2.152914524078369","2.152914524078369","2.152914524078369"
"3149","1322","1322","1322","1.9424909353256226","1.9424909353256226","1.9424909353256226"
"3154","1324","1324","1324","2.015685796737671","2.015685796737671","2.015685796737671"
"3159","1326","1326","1326","1.8080333471298218","1.8080333471298218","1.8080333471298218"
"3164","1328","1328","1328","1.8087342977523804","1.8087342977523804","1.8087342977523804"
"3169","1330","1330","1330","2.0439445972442627","2.0439445972442627","2.0439445972442627"
"3174","1332","1332","1332","1.825961709022522","1.825961709022522","1.825961709022522"
"3179","1334","1334","1334","1.8614060878753662","1.8614060878753662","1.8614060878753662"
"3184","1336","1336","1336","2.1283416748046875","2.1283416748046875","2.1283416748046875"
"3189","1338","1338","1338","2.0276424884796143","2.0276424884796143","2.0276424884796143"
"3194","1340","1340","1340","2.0619144439697266","2.0619144439697266","2.0619144439697266"
"3199","1343","1343","1343","2.036475658416748","2.036475658416748","2.036475658416748"
"3204","1345","1345","1345","1.7210407257080078","1.7210407257080078","1.7210407257080078"
"3209","1347","1347","1347","2.0310215950012207","2.0310215950012207","2.0310215950012207"
"3214","1349","1349","1349","2.1003355979919434","2.1003355979919434","2.1003355979919434"
"3219","1351","1351","1351","1.7310937643051147","1.7310937643051147","1.7310937643051147"
"3224","1353","1353","1353","1.8024215698242188","1.8024215698242188","1.8024215698242188"
"3229","1355","1355","1355","2.2724127769470215","2.2724127769470215","2.2724127769470215"
"3234","1357","1357","1357","1.965288519859314","1.965288519859314","1.965288519859314"
"3239","1359","1359","1359","1.99560546875","1.99560546875","1.99560546875"
"3244","1361","1361","1361","1.970432996749878","1.970432996749878","1.970432996749878"
"3249","1364","1364","1364","1.8863509893417358","1.8863509893417358","1.8863509893417358"
"3254","1366","1366","1366","2.286423683166504","2.286423683166504","2.286423683166504"
"3259","1368","1368","1368","2.1302757263183594","2.1302757263183594","2.1302757263183594"
"3264","1370","1370","1370","2.306511402130127","2.306511402130127","2.306511402130127"
"3269","1372","1372","1372","2.2127127647399902","2.2127127647399902","2.2127127647399902"
"3274","1374","1374","1374","2.064911127090454","2.064911127090454","2.064911127090454"
"3279","1376","1376","1376","2.5505833625793457","2.5505833625793457","2.5505833625793457"
"3284","1378","1378","1378","2.0961849689483643","2.0961849689483643","2.0961849689483643"
"3289","1380","1380","1380","2.197028160095215","2.197028160095215","2.197028160095215"
"3294","1382","1382","1382","2.220139741897583","2.220139741897583","2.220139741897583"
"3299","1385","1385","1385","2.256863832473755","2.256863832473755","2.256863832473755"
"3304","1387","1387","1387","1.9306037425994873","1.9306037425994873","1.9306037425994873"
"3309","1389","1389","1389","1.8266541957855225","1.8266541957855225","1.8266541957855225"
"3314","1391","1391","1391","2.042640209197998","2.042640209197998","2.042640209197998"
"3319","1393","1393","1393","1.8779760599136353","1.8779760599136353","1.8779760599136353"
"3324","1395","1395","1395","2.05393648147583","2.05393648147583","2.05393648147583"
"3329","1397","1397","1397","2.164872407913208","2.164872407913208","2.164872407913208"
"3334","1399","1399","1399","2.075420379638672","2.075420379638672","2.075420379638672"
"3339","1401","1401","1401","2.0358660221099854","2.0358660221099854","2.0358660221099854"
"3344","1403","1403","1403","1.8400776386260986","1.8400776386260986","1.8400776386260986"
"3349","1406","1406","1406","2.011199951171875","2.011199951171875","2.011199951171875"
"3354","1408","1408","1408","1.8660566806793213","1.8660566806793213","1.8660566806793213"
"3359","1410","1410","1410","2.156041383743286","2.156041383743286","2.156041383743286"
"3364","1412","1412","1412","1.8388608694076538","1.8388608694076538","1.8388608694076538"
"3369","1414","1414","1414","1.8672800064086914","1.8672800064086914","1.8672800064086914"
"3374","1416","1416","1416","2.1445870399475098","2.1445870399475098","2.1445870399475098"
"3379","1418","1418","1418","1.9477565288543701","1.9477565288543701","1.9477565288543701"
"3384","1420","1420","1420","2.1816658973693848","2.1816658973693848","2.1816658973693848"
"3389","1422","1422","1422","1.8296531438827515","1.8296531438827515","1.8296531438827515"
"3394","1424","1424","1424","2.0257728099823","2.0257728099823","2.0257728099823"
"3399","1427","1427","1427","1.854325294494629","1.854325294494629","1.854325294494629"
"3404","1429","1429","1429","1.5925668478012085","1.5925668478012085","1.5925668478012085"
"3409","1431","1431","1431","1.8650624752044678","1.8650624752044678","1.8650624752044678"
"3414","1433","1433","1433","1.8137032985687256","1.8137032985687256","1.8137032985687256"
"3419","1435","1435","1435","1.7190020084381104","1.7190020084381104","1.7190020084381104"
"3424","1437","1437","1437","1.7663339376449585","1.7663339376449585","1.7663339376449585"
"3429","1439","1439","1439","1.885788917541504","1.885788917541504","1.885788917541504"
"3434","1441","1441","1441","2.0076770782470703","2.0076770782470703","2.0076770782470703"
"3439","1443","1443","1443","1.7483173608779907","1.7483173608779907","1.7483173608779907"
"3444","1445","1445","1445","1.8043893575668335","1.8043893575668335","1.8043893575668335"
"3449","1448","1448","1448","1.8943637609481812","1.8943637609481812","1.8943637609481812"
"3454","1450","1450","1450","1.825956106185913","1.825956106185913","1.825956106185913"
"3459","1452","1452","1452","1.6804004907608032","1.6804004907608032","1.6804004907608032"
"3464","1454","1454","1454","1.6310911178588867","1.6310911178588867","1.6310911178588867"
"3469","1456","1456","1456","1.6887216567993164","1.6887216567993164","1.6887216567993164"
"3474","1458","1458","1458","1.9280664920806885","1.9280664920806885","1.9280664920806885"
"3479","1460","1460","1460","1.7934389114379883","1.7934389114379883","1.7934389114379883"
"3484","1462","1462","1462","1.6460762023925781","1.6460762023925781","1.6460762023925781"
"3489","1464","1464","1464","1.7253897190093994","1.7253897190093994","1.7253897190093994"
"3494","1466","1466","1466","1.4242913722991943","1.4242913722991943","1.4242913722991943"
"3499","1469","1469","1469","1.6255258321762085","1.6255258321762085","1.6255258321762085"
"3504","1471","1471","1471","1.9228912591934204","1.9228912591934204","1.9228912591934204"
"3509","1473","1473","1473","1.8781135082244873","1.8781135082244873","1.8781135082244873"
"3514","1475","1475","1475","1.7750260829925537","1.7750260829925537","1.7750260829925537"
"3519","1477","1477","1477","1.9315574169158936","1.9315574169158936","1.9315574169158936"
"3524","1479","1479","1479","1.7894718647003174","1.7894718647003174","1.7894718647003174"
"3529","1481","1481","1481","1.578310489654541","1.578310489654541","1.578310489654541"
"3534","1483","1483","1483","1.8890297412872314","1.8890297412872314","1.8890297412872314"
"3539","1485","1485","1485","1.8533008098602295","1.8533008098602295","1.8533008098602295"
"3544","1487","1487","1487","1.8833324909210205","1.8833324909210205","1.8833324909210205"
"3549","1490","1490","1490","1.873253583908081","1.873253583908081","1.873253583908081"
"3554","1492","1492","1492","1.6328006982803345","1.6328006982803345","1.6328006982803345"
"3559","1494","1494","1494","1.808550238609314","1.808550238609314","1.808550238609314"
"3564","1496","1496","1496","1.7705128192901611","1.7705128192901611","1.7705128192901611"
"3569","1498","1498","1498","1.958944320678711","1.958944320678711","1.958944320678711"
"3574","1500","1500","1500","1.8163551092147827","1.8163551092147827","1.8163551092147827"
"3579","1502","1502","1502","1.7622807025909424","1.7622807025909424","1.7622807025909424"
"3584","1504","1504","1504","1.765255331993103","1.765255331993103","1.765255331993103"
"3589","1506","1506","1506","1.7270160913467407","1.7270160913467407","1.7270160913467407"
"3594","1508","1508","1508","1.5993690490722656","1.5993690490722656","1.5993690490722656"
"3599","1511","1511","1511","1.8773128986358643","1.8773128986358643","1.8773128986358643"
"3604","1513","1513","1513","1.8685081005096436","1.8685081005096436","1.8685081005096436"
"3609","1515","1515","1515","1.8714864253997803","1.8714864253997803","1.8714864253997803"
"3614","1517","1517","1517","1.900612473487854","1.900612473487854","1.900612473487854"
"3619","1519","1519","1519","1.5912563800811768","1.5912563800811768","1.5912563800811768"
"3624","1521","1521","1521","1.5613371133804321","1.5613371133804321","1.5613371133804321"
"3629","1523","1523","1523","1.825904130935669","1.825904130935669","1.825904130935669"
"3634","1525","1525","1525","1.6605104207992554","1.6605104207992554","1.6605104207992554"
"3639","1527","1527","1527","1.5723282098770142","1.5723282098770142","1.5723282098770142"
"3644","1529","1529","1529","1.630407691001892","1.630407691001892","1.630407691001892"
"3649","1532","1532","1532","1.8013794422149658","1.8013794422149658","1.8013794422149658"
"3654","1534","1534","1534","1.958756446838379","1.958756446838379","1.958756446838379"
"3659","1536","1536","1536","1.984600305557251","1.984600305557251","1.984600305557251"
