"trainer/global_step","SPT-64 - _step","SPT-64 - _step__MIN","SPT-64 - _step__MAX","SPT-64 - train/loss","SPT-64 - train/loss__MIN","SPT-64 - train/loss__MAX"
"3664","1538","1538","1538","2.0193967819213867","2.0193967819213867","2.0193967819213867"
"3669","1540","1540","1540","1.8912147283554077","1.8912147283554077","1.8912147283554077"
"3674","1542","1542","1542","2.0623230934143066","2.0623230934143066","2.0623230934143066"
"3679","1544","1544","1544","1.8660743236541748","1.8660743236541748","1.8660743236541748"
"3684","1546","1546","1546","2.5232787132263184","2.5232787132263184","2.5232787132263184"
"3689","1548","1548","1548","2.3223719596862793","2.3223719596862793","2.3223719596862793"
"3694","1550","1550","1550","2.187091827392578","2.187091827392578","2.187091827392578"
"3699","1553","1553","1553","2.150966167449951","2.150966167449951","2.150966167449951"
"3704","1555","1555","1555","2.0480751991271973","2.0480751991271973","2.0480751991271973"
"3709","1557","1557","1557","2.1279168128967285","2.1279168128967285","2.1279168128967285"
"3714","1559","1559","1559","1.8331502676010132","1.8331502676010132","1.8331502676010132"
"3719","1561","1561","1561","2.0211455821990967","2.0211455821990967","2.0211455821990967"
"3724","1563","1563","1563","2.1897549629211426","2.1897549629211426","2.1897549629211426"
"3729","1565","1565","1565","1.9694664478302002","1.9694664478302002","1.9694664478302002"
"3734","1567","1567","1567","2.0091934204101562","2.0091934204101562","2.0091934204101562"
"3739","1569","1569","1569","1.9099785089492798","1.9099785089492798","1.9099785089492798"
"3744","1571","1571","1571","2.0322771072387695","2.0322771072387695","2.0322771072387695"
"3749","1574","1574","1574","2.0889174938201904","2.0889174938201904","2.0889174938201904"
"3754","1576","1576","1576","1.9193041324615479","1.9193041324615479","1.9193041324615479"
"3759","1578","1578","1578","1.8924074172973633","1.8924074172973633","1.8924074172973633"
"3764","1580","1580","1580","2.045471429824829","2.045471429824829","2.045471429824829"
"3769","1582","1582","1582","1.9030603170394897","1.9030603170394897","1.9030603170394897"
"3774","1584","1584","1584","1.89663827419281","1.89663827419281","1.89663827419281"
"3779","1586","1586","1586","1.7289050817489624","1.7289050817489624","1.7289050817489624"
"3784","1588","1588","1588","1.7470853328704834","1.7470853328704834","1.7470853328704834"
"3789","1590","1590","1590","1.9752733707427979","1.9752733707427979","1.9752733707427979"
"3794","1592","1592","1592","2.151123523712158","2.151123523712158","2.151123523712158"
"3799","1595","1595","1595","2.4162776470184326","2.4162776470184326","2.4162776470184326"
"3804","1597","1597","1597","1.9378656148910522","1.9378656148910522","1.9378656148910522"
"3809","1599","1599","1599","1.8689756393432617","1.8689756393432617","1.8689756393432617"
"3814","1601","1601","1601","2.054903030395508","2.054903030395508","2.054903030395508"
"3819","1603","1603","1603","1.946375846862793","1.946375846862793","1.946375846862793"
"3824","1605","1605","1605","2.123198986053467","2.123198986053467","2.123198986053467"
"3829","1607","1607","1607","1.937893271446228","1.937893271446228","1.937893271446228"
"3834","1609","1609","1609","2.01442551612854","2.01442551612854","2.01442551612854"
"3839","1611","1611","1611","2.1690673828125","2.1690673828125","2.1690673828125"
"3844","1613","1613","1613","1.9151939153671265","1.9151939153671265","1.9151939153671265"
"3849","1616","1616","1616","1.9549577236175537","1.9549577236175537","1.9549577236175537"
"3854","1618","1618","1618","2.012361764907837","2.012361764907837","2.012361764907837"
"3859","1620","1620","1620","1.7767490148544312","1.7767490148544312","1.7767490148544312"
"3864","1622","1622","1622","1.6703510284423828","1.6703510284423828","1.6703510284423828"
"3869","1624","1624","1624","1.6473156213760376","1.6473156213760376","1.6473156213760376"
"3874","1626","1626","1626","1.9259624481201172","1.9259624481201172","1.9259624481201172"
"3879","1628","1628","1628","1.8436332941055298","1.8436332941055298","1.8436332941055298"
"3884","1630","1630","1630","1.7083330154418945","1.7083330154418945","1.7083330154418945"
"3889","1632","1632","1632","2.0843288898468018","2.0843288898468018","2.0843288898468018"
"3894","1634","1634","1634","1.9197381734848022","1.9197381734848022","1.9197381734848022"
"3899","1637","1637","1637","1.7380558252334595","1.7380558252334595","1.7380558252334595"
"3904","1639","1639","1639","1.8861970901489258","1.8861970901489258","1.8861970901489258"
"3909","1641","1641","1641","1.6096633672714233","1.6096633672714233","1.6096633672714233"
"3914","1643","1643","1643","1.638379693031311","1.638379693031311","1.638379693031311"
"3919","1645","1645","1645","1.663042664527893","1.663042664527893","1.663042664527893"
"3924","1647","1647","1647","1.6803340911865234","1.6803340911865234","1.6803340911865234"
"3929","1649","1649","1649","1.903103232383728","1.903103232383728","1.903103232383728"
"3934","1651","1651","1651","1.613931655883789","1.613931655883789","1.613931655883789"
"3939","1653","1653","1653","1.650670051574707","1.650670051574707","1.650670051574707"
"3944","1655","1655","1655","1.6716102361679077","1.6716102361679077","1.6716102361679077"
"3949","1658","1658","1658","1.696069359779358","1.696069359779358","1.696069359779358"
"3954","1660","1660","1660","1.7253007888793945","1.7253007888793945","1.7253007888793945"
"3959","1662","1662","1662","1.6482540369033813","1.6482540369033813","1.6482540369033813"
"3964","1664","1664","1664","1.6409895420074463","1.6409895420074463","1.6409895420074463"
"3969","1666","1666","1666","1.690858244895935","1.690858244895935","1.690858244895935"
"3974","1668","1668","1668","1.5819406509399414","1.5819406509399414","1.5819406509399414"
"3979","1670","1670","1670","1.6187750101089478","1.6187750101089478","1.6187750101089478"
"3984","1672","1672","1672","1.6005823612213135","1.6005823612213135","1.6005823612213135"
"3989","1674","1674","1674","1.7633148431777954","1.7633148431777954","1.7633148431777954"
"3994","1676","1676","1676","1.8087517023086548","1.8087517023086548","1.8087517023086548"
"3999","1679","1679","1679","1.5781733989715576","1.5781733989715576","1.5781733989715576"
"4004","1681","1681","1681","1.830375075340271","1.830375075340271","1.830375075340271"
"4009","1683","1683","1683","1.7067581415176392","1.7067581415176392","1.7067581415176392"
"4014","1685","1685","1685","1.5790166854858398","1.5790166854858398","1.5790166854858398"
"4019","1687","1687","1687","1.7031233310699463","1.7031233310699463","1.7031233310699463"
"4024","1689","1689","1689","1.8656494617462158","1.8656494617462158","1.8656494617462158"
"4029","1691","1691","1691","1.937024712562561","1.937024712562561","1.937024712562561"
"4034","1693","1693","1693","1.7593114376068115","1.7593114376068115","1.7593114376068115"
"4039","1695","1695","1695","1.8469101190567017","1.8469101190567017","1.8469101190567017"
"4044","1697","1697","1697","1.6454311609268188","1.6454311609268188","1.6454311609268188"
"4049","1700","1700","1700","1.5985572338104248","1.5985572338104248","1.5985572338104248"
"4054","1702","1702","1702","1.9044609069824219","1.9044609069824219","1.9044609069824219"
"4059","1704","1704","1704","1.7602698802947998","1.7602698802947998","1.7602698802947998"
"4064","1706","1706","1706","1.7374416589736938","1.7374416589736938","1.7374416589736938"
"4069","1708","1708","1708","1.5977267026901245","1.5977267026901245","1.5977267026901245"
"4074","1710","1710","1710","2.8819591999053955","2.8819591999053955","2.8819591999053955"
"4079","1712","1712","1712","2.046374797821045","2.046374797821045","2.046374797821045"
"4084","1714","1714","1714","2.206726312637329","2.206726312637329","2.206726312637329"
"4089","1716","1716","1716","1.8178895711898804","1.8178895711898804","1.8178895711898804"
"4094","1718","1718","1718","1.7943357229232788","1.7943357229232788","1.7943357229232788"
"4099","1721","1721","1721","1.9133942127227783","1.9133942127227783","1.9133942127227783"
"4104","1723","1723","1723","1.9320236444473267","1.9320236444473267","1.9320236444473267"
"4109","1725","1725","1725","1.916107416152954","1.916107416152954","1.916107416152954"
"4114","1727","1727","1727","1.8480498790740967","1.8480498790740967","1.8480498790740967"
"4119","1729","1729","1729","1.888174057006836","1.888174057006836","1.888174057006836"
"4124","1731","1731","1731","1.6394321918487549","1.6394321918487549","1.6394321918487549"
"4129","1733","1733","1733","1.5664880275726318","1.5664880275726318","1.5664880275726318"
"4134","1735","1735","1735","1.4432859420776367","1.4432859420776367","1.4432859420776367"
"4139","1737","1737","1737","1.6448376178741455","1.6448376178741455","1.6448376178741455"
"4144","1739","1739","1739","1.5771827697753906","1.5771827697753906","1.5771827697753906"
"4149","1742","1742","1742","1.4855706691741943","1.4855706691741943","1.4855706691741943"
"4154","1744","1744","1744","1.6390069723129272","1.6390069723129272","1.6390069723129272"
"4159","1746","1746","1746","1.8854467868804932","1.8854467868804932","1.8854467868804932"
"4164","1748","1748","1748","1.8580906391143799","1.8580906391143799","1.8580906391143799"
"4169","1750","1750","1750","1.9045377969741821","1.9045377969741821","1.9045377969741821"
"4174","1752","1752","1752","1.787449598312378","1.787449598312378","1.787449598312378"
"4179","1754","1754","1754","1.6275417804718018","1.6275417804718018","1.6275417804718018"
"4184","1756","1756","1756","1.7039897441864014","1.7039897441864014","1.7039897441864014"
"4189","1758","1758","1758","1.6151149272918701","1.6151149272918701","1.6151149272918701"
"4194","1760","1760","1760","1.6822941303253174","1.6822941303253174","1.6822941303253174"
"4199","1763","1763","1763","1.6451952457427979","1.6451952457427979","1.6451952457427979"
"4204","1765","1765","1765","1.5549447536468506","1.5549447536468506","1.5549447536468506"
"4209","1767","1767","1767","2.243077039718628","2.243077039718628","2.243077039718628"
"4214","1769","1769","1769","1.9671579599380493","1.9671579599380493","1.9671579599380493"
"4219","1771","1771","1771","1.9925410747528076","1.9925410747528076","1.9925410747528076"
"4224","1773","1773","1773","1.92202889919281","1.92202889919281","1.92202889919281"
"4229","1775","1775","1775","1.6305968761444092","1.6305968761444092","1.6305968761444092"
"4234","1777","1777","1777","1.7304553985595703","1.7304553985595703","1.7304553985595703"
"4239","1779","1779","1779","1.6994826793670654","1.6994826793670654","1.6994826793670654"
"4244","1781","1781","1781","1.6507689952850342","1.6507689952850342","1.6507689952850342"
"4249","1784","1784","1784","1.5941658020019531","1.5941658020019531","1.5941658020019531"
"4254","1786","1786","1786","1.7614444494247437","1.7614444494247437","1.7614444494247437"
"4259","1788","1788","1788","1.773561716079712","1.773561716079712","1.773561716079712"
"4264","1790","1790","1790","1.751686453819275","1.751686453819275","1.751686453819275"
"4269","1792","1792","1792","1.875775694847107","1.875775694847107","1.875775694847107"
"4274","1794","1794","1794","1.831729531288147","1.831729531288147","1.831729531288147"
"4279","1796","1796","1796","1.6593297719955444","1.6593297719955444","1.6593297719955444"
"4284","1798","1798","1798","1.7450376749038696","1.7450376749038696","1.7450376749038696"
"4289","1800","1800","1800","1.8625211715698242","1.8625211715698242","1.8625211715698242"
"4294","1802","1802","1802","1.684459924697876","1.684459924697876","1.684459924697876"
"4299","1805","1805","1805","1.6468292474746704","1.6468292474746704","1.6468292474746704"
"4304","1807","1807","1807","1.6777305603027344","1.6777305603027344","1.6777305603027344"
"4309","1809","1809","1809","1.5349434614181519","1.5349434614181519","1.5349434614181519"
"4314","1811","1811","1811","1.6441214084625244","1.6441214084625244","1.6441214084625244"
"4319","1813","1813","1813","1.6941375732421875","1.6941375732421875","1.6941375732421875"
"4324","1815","1815","1815","1.8178154230117798","1.8178154230117798","1.8178154230117798"
"4329","1817","1817","1817","1.7802413702011108","1.7802413702011108","1.7802413702011108"
"4334","1819","1819","1819","1.5660022497177124","1.5660022497177124","1.5660022497177124"
"4339","1821","1821","1821","1.7399694919586182","1.7399694919586182","1.7399694919586182"
"4344","1823","1823","1823","1.6382522583007812","1.6382522583007812","1.6382522583007812"
"4349","1826","1826","1826","1.5867054462432861","1.5867054462432861","1.5867054462432861"
"4354","1828","1828","1828","1.4749481678009033","1.4749481678009033","1.4749481678009033"
"4359","1830","1830","1830","1.6435140371322632","1.6435140371322632","1.6435140371322632"
"4364","1832","1832","1832","1.6632583141326904","1.6632583141326904","1.6632583141326904"
"4369","1834","1834","1834","1.9468762874603271","1.9468762874603271","1.9468762874603271"
"4374","1836","1836","1836","1.6510145664215088","1.6510145664215088","1.6510145664215088"
"4379","1838","1838","1838","1.6269546747207642","1.6269546747207642","1.6269546747207642"
"4384","1840","1840","1840","1.725563645362854","1.725563645362854","1.725563645362854"
"4389","1842","1842","1842","1.7633171081542969","1.7633171081542969","1.7633171081542969"
"4394","1844","1844","1844","1.71335768699646","1.71335768699646","1.71335768699646"
"4399","1847","1847","1847","1.622509241104126","1.622509241104126","1.622509241104126"
"4404","1849","1849","1849","1.5076347589492798","1.5076347589492798","1.5076347589492798"
"4409","1851","1851","1851","1.6841437816619873","1.6841437816619873","1.6841437816619873"
"4414","1853","1853","1853","1.587759256362915","1.587759256362915","1.587759256362915"
"4419","1855","1855","1855","1.5280636548995972","1.5280636548995972","1.5280636548995972"
"4424","1857","1857","1857","1.7262341976165771","1.7262341976165771","1.7262341976165771"
"4429","1859","1859","1859","1.695455551147461","1.695455551147461","1.695455551147461"
"4434","1861","1861","1861","1.5516494512557983","1.5516494512557983","1.5516494512557983"
"4439","1863","1863","1863","1.6104059219360352","1.6104059219360352","1.6104059219360352"
"4444","1865","1865","1865","1.6020387411117554","1.6020387411117554","1.6020387411117554"
"4449","1868","1868","1868","1.4617986679077148","1.4617986679077148","1.4617986679077148"
"4454","1870","1870","1870","1.4788801670074463","1.4788801670074463","1.4788801670074463"
"4459","1872","1872","1872","1.26337730884552","1.26337730884552","1.26337730884552"
"4464","1874","1874","1874","1.6792351007461548","1.6792351007461548","1.6792351007461548"
"4469","1876","1876","1876","1.6415477991104126","1.6415477991104126","1.6415477991104126"
"4474","1878","1878","1878","1.6972192525863647","1.6972192525863647","1.6972192525863647"
"4479","1880","1880","1880","1.7377259731292725","1.7377259731292725","1.7377259731292725"
"4484","1882","1882","1882","1.9721342325210571","1.9721342325210571","1.9721342325210571"
"4489","1884","1884","1884","2.122619390487671","2.122619390487671","2.122619390487671"
"4494","1886","1886","1886","1.8780832290649414","1.8780832290649414","1.8780832290649414"
"4499","1889","1889","1889","2.0711374282836914","2.0711374282836914","2.0711374282836914"
"4504","1891","1891","1891","2.02933931350708","2.02933931350708","2.02933931350708"
"4509","1893","1893","1893","1.8791053295135498","1.8791053295135498","1.8791053295135498"
"4514","1895","1895","1895","1.9394938945770264","1.9394938945770264","1.9394938945770264"
"4519","1897","1897","1897","1.6834766864776611","1.6834766864776611","1.6834766864776611"
"4524","1899","1899","1899","1.777341604232788","1.777341604232788","1.777341604232788"
"4529","1901","1901","1901","1.6425377130508423","1.6425377130508423","1.6425377130508423"
"4534","1903","1903","1903","1.5370984077453613","1.5370984077453613","1.5370984077453613"
"4539","1905","1905","1905","1.6719557046890259","1.6719557046890259","1.6719557046890259"
"4544","1907","1907","1907","1.7263495922088623","1.7263495922088623","1.7263495922088623"
"4549","1910","1910","1910","1.7161146402359009","1.7161146402359009","1.7161146402359009"
"4554","1912","1912","1912","1.6914260387420654","1.6914260387420654","1.6914260387420654"
"4559","1914","1914","1914","1.5893371105194092","1.5893371105194092","1.5893371105194092"
"4564","1916","1916","1916","1.4815940856933594","1.4815940856933594","1.4815940856933594"
"4569","1918","1918","1918","1.6175365447998047","1.6175365447998047","1.6175365447998047"
"4574","1920","1920","1920","1.4773823022842407","1.4773823022842407","1.4773823022842407"
"4579","1922","1922","1922","1.5194324254989624","1.5194324254989624","1.5194324254989624"
"4584","1924","1924","1924","1.4784796237945557","1.4784796237945557","1.4784796237945557"
"4589","1926","1926","1926","1.5495431423187256","1.5495431423187256","1.5495431423187256"
"4594","1928","1928","1928","1.5659961700439453","1.5659961700439453","1.5659961700439453"
"4599","1931","1931","1931","1.5602260828018188","1.5602260828018188","1.5602260828018188"
"4604","1933","1933","1933","1.5978986024856567","1.5978986024856567","1.5978986024856567"
"4609","1935","1935","1935","1.6915346384048462","1.6915346384048462","1.6915346384048462"
"4614","1937","1937","1937","1.8343775272369385","1.8343775272369385","1.8343775272369385"
"4619","1939","1939","1939","1.5298473834991455","1.5298473834991455","1.5298473834991455"
"4624","1941","1941","1941","1.7285196781158447","1.7285196781158447","1.7285196781158447"
"4629","1943","1943","1943","1.7632582187652588","1.7632582187652588","1.7632582187652588"
"4634","1945","1945","1945","1.608763337135315","1.608763337135315","1.608763337135315"
"4639","1947","1947","1947","1.4776504039764404","1.4776504039764404","1.4776504039764404"
"4644","1949","1949","1949","1.6457836627960205","1.6457836627960205","1.6457836627960205"
"4649","1952","1952","1952","1.520687460899353","1.520687460899353","1.520687460899353"
"4654","1954","1954","1954","1.943137764930725","1.943137764930725","1.943137764930725"
"4659","1956","1956","1956","1.8218612670898438","1.8218612670898438","1.8218612670898438"
"4664","1958","1958","1958","1.6170707941055298","1.6170707941055298","1.6170707941055298"
"4669","1960","1960","1960","1.7814327478408813","1.7814327478408813","1.7814327478408813"
"4674","1962","1962","1962","1.7050468921661377","1.7050468921661377","1.7050468921661377"
"4679","1964","1964","1964","1.8738040924072266","1.8738040924072266","1.8738040924072266"
"4684","1966","1966","1966","1.721575379371643","1.721575379371643","1.721575379371643"
"4689","1968","1968","1968","1.682032823562622","1.682032823562622","1.682032823562622"
"4694","1970","1970","1970","1.5923269987106323","1.5923269987106323","1.5923269987106323"
"4699","1973","1973","1973","1.7525017261505127","1.7525017261505127","1.7525017261505127"
"4704","1975","1975","1975","1.6332595348358154","1.6332595348358154","1.6332595348358154"
"4709","1977","1977","1977","1.7855793237686157","1.7855793237686157","1.7855793237686157"
"4714","1979","1979","1979","1.3527581691741943","1.3527581691741943","1.3527581691741943"
"4719","1981","1981","1981","1.6673762798309326","1.6673762798309326","1.6673762798309326"
"4724","1983","1983","1983","1.6598443984985352","1.6598443984985352","1.6598443984985352"
"4729","1985","1985","1985","1.4981155395507812","1.4981155395507812","1.4981155395507812"
"4734","1987","1987","1987","1.5791847705841064","1.5791847705841064","1.5791847705841064"
"4739","1989","1989","1989","1.4852745532989502","1.4852745532989502","1.4852745532989502"
"4744","1991","1991","1991","1.8129832744598389","1.8129832744598389","1.8129832744598389"
"4749","1994","1994","1994","1.6100823879241943","1.6100823879241943","1.6100823879241943"
"4754","1996","1996","1996","1.4823329448699951","1.4823329448699951","1.4823329448699951"
"4759","1998","1998","1998","1.4136593341827393","1.4136593341827393","1.4136593341827393"
"4764","2000","2000","2000","1.532413125038147","1.532413125038147","1.532413125038147"
"4769","2002","2002","2002","1.3071129322052002","1.3071129322052002","1.3071129322052002"
"4774","2004","2004","2004","1.801051378250122","1.801051378250122","1.801051378250122"
"4779","2006","2006","2006","1.4838221073150635","1.4838221073150635","1.4838221073150635"
"4784","2008","2008","2008","1.5671107769012451","1.5671107769012451","1.5671107769012451"
"4789","2010","2010","2010","1.8122425079345703","1.8122425079345703","1.8122425079345703"
"4794","2012","2012","2012","1.6048967838287354","1.6048967838287354","1.6048967838287354"
"4799","2015","2015","2015","1.397160291671753","1.397160291671753","1.397160291671753"
"4804","2017","2017","2017","1.3975019454956055","1.3975019454956055","1.3975019454956055"
"4809","2019","2019","2019","1.3668212890625","1.3668212890625","1.3668212890625"
"4814","2021","2021","2021","1.5672763586044312","1.5672763586044312","1.5672763586044312"
"4819","2023","2023","2023","1.6522022485733032","1.6522022485733032","1.6522022485733032"
"4824","2025","2025","2025","1.4089910984039307","1.4089910984039307","1.4089910984039307"
"4829","2027","2027","2027","1.3992249965667725","1.3992249965667725","1.3992249965667725"
"4834","2029","2029","2029","1.415514588356018","1.415514588356018","1.415514588356018"
"4839","2031","2031","2031","1.3934887647628784","1.3934887647628784","1.3934887647628784"
"4844","2033","2033","2033","1.5226844549179077","1.5226844549179077","1.5226844549179077"
"4849","2036","2036","2036","1.5445821285247803","1.5445821285247803","1.5445821285247803"
"4854","2038","2038","2038","1.355865716934204","1.355865716934204","1.355865716934204"
"4859","2040","2040","2040","1.5600636005401611","1.5600636005401611","1.5600636005401611"
"4864","2042","2042","2042","1.4875824451446533","1.4875824451446533","1.4875824451446533"
"4869","2044","2044","2044","1.6150356531143188","1.6150356531143188","1.6150356531143188"
"4874","2046","2046","2046","1.2872837781906128","1.2872837781906128","1.2872837781906128"
"4879","2048","2048","2048","1.6269687414169312","1.6269687414169312","1.6269687414169312"
"4884","2050","2050","2050","1.3753998279571533","1.3753998279571533","1.3753998279571533"
"4889","2052","2052","2052","1.5889060497283936","1.5889060497283936","1.5889060497283936"
"4894","2054","2054","2054","1.3602697849273682","1.3602697849273682","1.3602697849273682"
"4899","2057","2057","2057","1.4285246133804321","1.4285246133804321","1.4285246133804321"
"4904","2059","2059","2059","1.3956973552703857","1.3956973552703857","1.3956973552703857"
"4909","2061","2061","2061","1.4338114261627197","1.4338114261627197","1.4338114261627197"
"4914","2063","2063","2063","1.7029943466186523","1.7029943466186523","1.7029943466186523"
"4919","2065","2065","2065","1.4494611024856567","1.4494611024856567","1.4494611024856567"
"4924","2067","2067","2067","1.5089763402938843","1.5089763402938843","1.5089763402938843"
"4929","2069","2069","2069","1.5933740139007568","1.5933740139007568","1.5933740139007568"
"4934","2071","2071","2071","1.6677219867706299","1.6677219867706299","1.6677219867706299"
"4939","2073","2073","2073","1.7856429815292358","1.7856429815292358","1.7856429815292358"
"4944","2075","2075","2075","1.5324923992156982","1.5324923992156982","1.5324923992156982"
"4949","2078","2078","2078","1.5301846265792847","1.5301846265792847","1.5301846265792847"
"4954","2080","2080","2080","1.6306800842285156","1.6306800842285156","1.6306800842285156"
"4959","2082","2082","2082","1.7762629985809326","1.7762629985809326","1.7762629985809326"
"4964","2084","2084","2084","1.625885248184204","1.625885248184204","1.625885248184204"
"4969","2086","2086","2086","1.656385064125061","1.656385064125061","1.656385064125061"
"4974","2088","2088","2088","1.6450388431549072","1.6450388431549072","1.6450388431549072"
"4979","2090","2090","2090","1.7689374685287476","1.7689374685287476","1.7689374685287476"
"4984","2092","2092","2092","1.6168171167373657","1.6168171167373657","1.6168171167373657"
"4989","2094","2094","2094","1.8314745426177979","1.8314745426177979","1.8314745426177979"
"4994","2096","2096","2096","1.5668389797210693","1.5668389797210693","1.5668389797210693"
"4999","2099","2099","2099","1.4993785619735718","1.4993785619735718","1.4993785619735718"
"5004","2101","2101","2101","1.7901722192764282","1.7901722192764282","1.7901722192764282"
"5009","2103","2103","2103","1.9163525104522705","1.9163525104522705","1.9163525104522705"
"5014","2105","2105","2105","1.7693235874176025","1.7693235874176025","1.7693235874176025"
"5019","2107","2107","2107","1.763503074645996","1.763503074645996","1.763503074645996"
"5024","2109","2109","2109","1.6717449426651","1.6717449426651","1.6717449426651"
"5029","2111","2111","2111","1.7551132440567017","1.7551132440567017","1.7551132440567017"
"5034","2113","2113","2113","1.7149791717529297","1.7149791717529297","1.7149791717529297"
"5039","2115","2115","2115","1.5848891735076904","1.5848891735076904","1.5848891735076904"
"5044","2117","2117","2117","1.6861921548843384","1.6861921548843384","1.6861921548843384"
"5049","2120","2120","2120","1.5781453847885132","1.5781453847885132","1.5781453847885132"
"5054","2122","2122","2122","1.4476077556610107","1.4476077556610107","1.4476077556610107"
"5059","2124","2124","2124","1.40045166015625","1.40045166015625","1.40045166015625"
"5064","2126","2126","2126","1.968606948852539","1.968606948852539","1.968606948852539"
"5069","2128","2128","2128","1.619375228881836","1.619375228881836","1.619375228881836"
"5074","2130","2130","2130","1.5681332349777222","1.5681332349777222","1.5681332349777222"
"5079","2132","2132","2132","1.5690195560455322","1.5690195560455322","1.5690195560455322"
"5084","2134","2134","2134","1.4921083450317383","1.4921083450317383","1.4921083450317383"
"5089","2136","2136","2136","1.5022608041763306","1.5022608041763306","1.5022608041763306"
"5094","2138","2138","2138","1.6532068252563477","1.6532068252563477","1.6532068252563477"
"5099","2141","2141","2141","1.487856149673462","1.487856149673462","1.487856149673462"
"5104","2143","2143","2143","1.3479468822479248","1.3479468822479248","1.3479468822479248"
"5109","2145","2145","2145","1.414602279663086","1.414602279663086","1.414602279663086"
"5114","2147","2147","2147","1.504406452178955","1.504406452178955","1.504406452178955"
"5119","2149","2149","2149","1.5861631631851196","1.5861631631851196","1.5861631631851196"
"5124","2151","2151","2151","1.510547399520874","1.510547399520874","1.510547399520874"
"5129","2153","2153","2153","1.475298285484314","1.475298285484314","1.475298285484314"
"5134","2155","2155","2155","1.5654726028442383","1.5654726028442383","1.5654726028442383"
"5139","2157","2157","2157","1.6891772747039795","1.6891772747039795","1.6891772747039795"
"5144","2159","2159","2159","1.7278305292129517","1.7278305292129517","1.7278305292129517"
"5149","2162","2162","2162","1.5548481941223145","1.5548481941223145","1.5548481941223145"
"5154","2164","2164","2164","1.7719719409942627","1.7719719409942627","1.7719719409942627"
"5159","2166","2166","2166","1.5576398372650146","1.5576398372650146","1.5576398372650146"
"5164","2168","2168","2168","1.32735276222229","1.32735276222229","1.32735276222229"
"5169","2170","2170","2170","1.5032752752304077","1.5032752752304077","1.5032752752304077"
"5174","2172","2172","2172","1.7542097568511963","1.7542097568511963","1.7542097568511963"
"5179","2174","2174","2174","1.4925482273101807","1.4925482273101807","1.4925482273101807"
"5184","2176","2176","2176","1.5821892023086548","1.5821892023086548","1.5821892023086548"
"5189","2178","2178","2178","1.5208616256713867","1.5208616256713867","1.5208616256713867"
"5194","2180","2180","2180","1.557387113571167","1.557387113571167","1.557387113571167"
"5199","2183","2183","2183","1.8549377918243408","1.8549377918243408","1.8549377918243408"
"5204","2185","2185","2185","1.741076111793518","1.741076111793518","1.741076111793518"
"5209","2187","2187","2187","1.4659464359283447","1.4659464359283447","1.4659464359283447"
"5214","2189","2189","2189","1.5227142572402954","1.5227142572402954","1.5227142572402954"
"5219","2191","2191","2191","1.6118425130844116","1.6118425130844116","1.6118425130844116"
"5224","2193","2193","2193","1.5213897228240967","1.5213897228240967","1.5213897228240967"
"5229","2195","2195","2195","1.4661921262741089","1.4661921262741089","1.4661921262741089"
"5234","2197","2197","2197","1.3658803701400757","1.3658803701400757","1.3658803701400757"
"5239","2199","2199","2199","1.5075043439865112","1.5075043439865112","1.5075043439865112"
"5244","2201","2201","2201","1.3886973857879639","1.3886973857879639","1.3886973857879639"
"5249","2204","2204","2204","1.3233017921447754","1.3233017921447754","1.3233017921447754"
"5254","2206","2206","2206","1.522673487663269","1.522673487663269","1.522673487663269"
"5259","2208","2208","2208","1.5269439220428467","1.5269439220428467","1.5269439220428467"
"5264","2210","2210","2210","1.5249192714691162","1.5249192714691162","1.5249192714691162"
"5269","2212","2212","2212","1.4278056621551514","1.4278056621551514","1.4278056621551514"
"5274","2214","2214","2214","1.4222776889801025","1.4222776889801025","1.4222776889801025"
"5279","2216","2216","2216","1.8031715154647827","1.8031715154647827","1.8031715154647827"
"5284","2218","2218","2218","1.5743834972381592","1.5743834972381592","1.5743834972381592"
"5289","2220","2220","2220","1.8350902795791626","1.8350902795791626","1.8350902795791626"
"5294","2222","2222","2222","1.8262922763824463","1.8262922763824463","1.8262922763824463"
"5299","2225","2225","2225","1.8117096424102783","1.8117096424102783","1.8117096424102783"
"5304","2227","2227","2227","1.6494512557983398","1.6494512557983398","1.6494512557983398"
"5309","2229","2229","2229","1.60811448097229","1.60811448097229","1.60811448097229"
"5314","2231","2231","2231","1.616371750831604","1.616371750831604","1.616371750831604"
"5319","2233","2233","2233","1.5320106744766235","1.5320106744766235","1.5320106744766235"
"5324","2235","2235","2235","1.430930733680725","1.430930733680725","1.430930733680725"
"5329","2237","2237","2237","1.6242796182632446","1.6242796182632446","1.6242796182632446"
"5334","2239","2239","2239","1.5123255252838135","1.5123255252838135","1.5123255252838135"
"5339","2241","2241","2241","1.4763758182525635","1.4763758182525635","1.4763758182525635"
"5344","2243","2243","2243","1.5767138004302979","1.5767138004302979","1.5767138004302979"
"5349","2246","2246","2246","1.2935726642608643","1.2935726642608643","1.2935726642608643"
"5354","2248","2248","2248","1.2761625051498413","1.2761625051498413","1.2761625051498413"
"5359","2250","2250","2250","1.5569747686386108","1.5569747686386108","1.5569747686386108"
"5364","2252","2252","2252","1.2482860088348389","1.2482860088348389","1.2482860088348389"
"5369","2254","2254","2254","1.4617815017700195","1.4617815017700195","1.4617815017700195"
"5374","2256","2256","2256","1.4876043796539307","1.4876043796539307","1.4876043796539307"
"5379","2258","2258","2258","1.2652459144592285","1.2652459144592285","1.2652459144592285"
