"Iter","s3dis/semseg-octformer-v1m1-0-lit - _step","s3dis/semseg-octformer-v1m1-0-lit - _step__MIN","s3dis/semseg-octformer-v1m1-0-lit - _step__MAX","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MIN","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MAX"
"1650","1650","1650","1650","1.0474340915679932","1.0474340915679932","1.0474340915679932"
"1651","1651","1651","1651","1.0255500078201294","1.0255500078201294","1.0255500078201294"
"1652","1652","1652","1652","0.9651987552642822","0.9651987552642822","0.9651987552642822"
"1653","1653","1653","1653","1.0243651866912842","1.0243651866912842","1.0243651866912842"
"1654","1654","1654","1654","1.1034241914749146","1.1034241914749146","1.1034241914749146"
"1655","1655","1655","1655","1.1046444177627563","1.1046444177627563","1.1046444177627563"
"1656","1656","1656","1656","0.9824358820915222","0.9824358820915222","0.9824358820915222"
"1657","1657","1657","1657","0.9513949155807495","0.9513949155807495","0.9513949155807495"
"1658","1658","1658","1658","0.8465637564659119","0.8465637564659119","0.8465637564659119"
"1659","1659","1659","1659","1.12401282787323","1.12401282787323","1.12401282787323"
"1660","1660","1660","1660","1.0390492677688599","1.0390492677688599","1.0390492677688599"
"1661","1661","1661","1661","1.0626612901687622","1.0626612901687622","1.0626612901687622"
"1662","1662","1662","1662","0.8260819315910339","0.8260819315910339","0.8260819315910339"
"1663","1663","1663","1663","1.1584633588790894","1.1584633588790894","1.1584633588790894"
"1664","1664","1664","1664","0.9438906908035278","0.9438906908035278","0.9438906908035278"
"1665","1665","1665","1665","1.051517128944397","1.051517128944397","1.051517128944397"
"1666","1666","1666","1666","1.1966997385025024","1.1966997385025024","1.1966997385025024"
"1667","1667","1667","1667","1.0776710510253906","1.0776710510253906","1.0776710510253906"
"1668","1668","1668","1668","0.9568274021148682","0.9568274021148682","0.9568274021148682"
"1669","1669","1669","1669","1.2157014608383179","1.2157014608383179","1.2157014608383179"
"1670","1670","1670","1670","1.1246594190597534","1.1246594190597534","1.1246594190597534"
"1671","1671","1671","1671","0.9395427107810974","0.9395427107810974","0.9395427107810974"
"1672","1672","1672","1672","1.088110089302063","1.088110089302063","1.088110089302063"
"1673","1673","1673","1673","1.0370802879333496","1.0370802879333496","1.0370802879333496"
"1674","1674","1674","1674","0.8955667018890381","0.8955667018890381","0.8955667018890381"
"1675","1675","1675","1675","0.9244372844696045","0.9244372844696045","0.9244372844696045"
"1676","1676","1676","1676","1.0147243738174438","1.0147243738174438","1.0147243738174438"
"1677","1677","1677","1677","1.18168306350708","1.18168306350708","1.18168306350708"
"1678","1678","1678","1678","1.025364637374878","1.025364637374878","1.025364637374878"
"1679","1679","1679","1679","0.8775277137756348","0.8775277137756348","0.8775277137756348"
"1680","1680","1680","1680","0.9526653289794922","0.9526653289794922","0.9526653289794922"
"1681","1681","1681","1681","1.0041611194610596","1.0041611194610596","1.0041611194610596"
"1682","1682","1682","1682","1.1068451404571533","1.1068451404571533","1.1068451404571533"
"1683","1683","1683","1683","0.9558157324790955","0.9558157324790955","0.9558157324790955"
"1684","1684","1684","1684","1.1294304132461548","1.1294304132461548","1.1294304132461548"
"1685","1685","1685","1685","0.8482221961021423","0.8482221961021423","0.8482221961021423"
"1686","1686","1686","1686","0.8380736112594604","0.8380736112594604","0.8380736112594604"
"1687","1687","1687","1687","1.0050456523895264","1.0050456523895264","1.0050456523895264"
"1688","1688","1688","1688","1.0114601850509644","1.0114601850509644","1.0114601850509644"
"1689","1689","1689","1689","0.8987943530082703","0.8987943530082703","0.8987943530082703"
"1690","1690","1690","1690","0.9629199504852295","0.9629199504852295","0.9629199504852295"
"1691","1691","1691","1691","0.8635158538818359","0.8635158538818359","0.8635158538818359"
"1692","1692","1692","1692","0.7950111031532288","0.7950111031532288","0.7950111031532288"
"1693","1693","1693","1693","1.16148841381073","1.16148841381073","1.16148841381073"
"1694","1694","1694","1694","0.9320253729820251","0.9320253729820251","0.9320253729820251"
"1695","1695","1695","1695","1.0195668935775757","1.0195668935775757","1.0195668935775757"
"1696","1696","1696","1696","0.9212371110916138","0.9212371110916138","0.9212371110916138"
"1697","1697","1697","1697","0.8661737442016602","0.8661737442016602","0.8661737442016602"
"1698","1698","1698","1698","0.888900637626648","0.888900637626648","0.888900637626648"
"1699","1699","1699","1699","0.9308643341064453","0.9308643341064453","0.9308643341064453"
"1700","1700","1700","1700","1.0335001945495605","1.0335001945495605","1.0335001945495605"
"1701","1701","1701","1701","0.9590205550193787","0.9590205550193787","0.9590205550193787"
"1702","1702","1702","1702","0.9673959612846375","0.9673959612846375","0.9673959612846375"
"1703","1703","1703","1703","1.0266205072402954","1.0266205072402954","1.0266205072402954"
"1704","1704","1704","1704","1.2642427682876587","1.2642427682876587","1.2642427682876587"
"1705","1705","1705","1705","1.0259264707565308","1.0259264707565308","1.0259264707565308"
"1706","1706","1706","1706","1.1951403617858887","1.1951403617858887","1.1951403617858887"
"1707","1707","1707","1707","0.9658246040344238","0.9658246040344238","0.9658246040344238"
"1708","1708","1708","1708","1.1245814561843872","1.1245814561843872","1.1245814561843872"
"1709","1709","1709","1709","0.7251331210136414","0.7251331210136414","0.7251331210136414"
"1710","1710","1710","1710","1.1074579954147339","1.1074579954147339","1.1074579954147339"
"1711","1711","1711","1711","1.0175045728683472","1.0175045728683472","1.0175045728683472"
"1712","1712","1712","1712","1.073177456855774","1.073177456855774","1.073177456855774"
"1713","1713","1713","1713","0.9702920913696289","0.9702920913696289","0.9702920913696289"
"1714","1714","1714","1714","0.9766481518745422","0.9766481518745422","0.9766481518745422"
"1715","1715","1715","1715","0.9359714388847351","0.9359714388847351","0.9359714388847351"
"1716","1716","1716","1716","1.130871057510376","1.130871057510376","1.130871057510376"
"1717","1717","1717","1717","0.9512737393379211","0.9512737393379211","0.9512737393379211"
"1718","1718","1718","1718","1.1016159057617188","1.1016159057617188","1.1016159057617188"
"1719","1719","1719","1719","1.0343389511108398","1.0343389511108398","1.0343389511108398"
"1720","1720","1720","1720","0.8751165270805359","0.8751165270805359","0.8751165270805359"
"1721","1721","1721","1721","1.1605607271194458","1.1605607271194458","1.1605607271194458"
"1722","1722","1722","1722","0.9449712634086609","0.9449712634086609","0.9449712634086609"
"1723","1723","1723","1723","1.0135879516601562","1.0135879516601562","1.0135879516601562"
"1724","1724","1724","1724","0.854237973690033","0.854237973690033","0.854237973690033"
"1725","1725","1725","1725","0.9256411790847778","0.9256411790847778","0.9256411790847778"
"1726","1726","1726","1726","0.8799887299537659","0.8799887299537659","0.8799887299537659"
"1727","1727","1727","1727","1.023713231086731","1.023713231086731","1.023713231086731"
"1728","1728","1728","1728","1.1068919897079468","1.1068919897079468","1.1068919897079468"
"1729","1729","1729","1729","0.9065366983413696","0.9065366983413696","0.9065366983413696"
"1730","1730","1730","1730","0.8797152638435364","0.8797152638435364","0.8797152638435364"
"1731","1731","1731","1731","0.9700062274932861","0.9700062274932861","0.9700062274932861"
"1732","1732","1732","1732","0.9367374181747437","0.9367374181747437","0.9367374181747437"
"1733","1733","1733","1733","1.0259121656417847","1.0259121656417847","1.0259121656417847"
"1734","1734","1734","1734","1.1487534046173096","1.1487534046173096","1.1487534046173096"
"1735","1735","1735","1735","0.9132421016693115","0.9132421016693115","0.9132421016693115"
"1736","1736","1736","1736","1.0696951150894165","1.0696951150894165","1.0696951150894165"
"1737","1737","1737","1737","1.036987543106079","1.036987543106079","1.036987543106079"
"1738","1738","1738","1738","0.9902033805847168","0.9902033805847168","0.9902033805847168"
"1739","1739","1739","1739","1.088568091392517","1.088568091392517","1.088568091392517"
"1740","1740","1740","1740","1.0709288120269775","1.0709288120269775","1.0709288120269775"
"1741","1741","1741","1741","0.7852975130081177","0.7852975130081177","0.7852975130081177"
"1742","1742","1742","1742","1.1010675430297852","1.1010675430297852","1.1010675430297852"
"1743","1743","1743","1743","1.0066137313842773","1.0066137313842773","1.0066137313842773"
"1744","1744","1744","1744","1.0059696435928345","1.0059696435928345","1.0059696435928345"
"1745","1745","1745","1745","1.067459225654602","1.067459225654602","1.067459225654602"
"1746","1746","1746","1746","0.8902847766876221","0.8902847766876221","0.8902847766876221"
"1747","1747","1747","1747","0.8736357092857361","0.8736357092857361","0.8736357092857361"
"1748","1748","1748","1748","0.9437544345855713","0.9437544345855713","0.9437544345855713"
"1749","1749","1749","1749","1.0536601543426514","1.0536601543426514","1.0536601543426514"
"1750","1750","1750","1750","0.915431022644043","0.915431022644043","0.915431022644043"
"1751","1751","1751","1751","0.9566575288772583","0.9566575288772583","0.9566575288772583"
"1752","1752","1752","1752","1.104518175125122","1.104518175125122","1.104518175125122"
"1753","1753","1753","1753","0.9972737431526184","0.9972737431526184","0.9972737431526184"
"1754","1754","1754","1754","0.8853256106376648","0.8853256106376648","0.8853256106376648"
"1755","1755","1755","1755","1.1110472679138184","1.1110472679138184","1.1110472679138184"
"1756","1756","1756","1756","1.0310927629470825","1.0310927629470825","1.0310927629470825"
"1757","1757","1757","1757","1.011918306350708","1.011918306350708","1.011918306350708"
"1758","1758","1758","1758","0.8283689618110657","0.8283689618110657","0.8283689618110657"
"1759","1759","1759","1759","1.0988534688949585","1.0988534688949585","1.0988534688949585"
"1760","1760","1760","1760","0.9807466268539429","0.9807466268539429","0.9807466268539429"
"1761","1761","1761","1761","0.8524606823921204","0.8524606823921204","0.8524606823921204"
"1762","1762","1762","1762","1.149268388748169","1.149268388748169","1.149268388748169"
"1763","1763","1763","1763","0.9511711001396179","0.9511711001396179","0.9511711001396179"
"1764","1764","1764","1764","0.9949546456336975","0.9949546456336975","0.9949546456336975"
"1765","1765","1765","1765","1.0784655809402466","1.0784655809402466","1.0784655809402466"
"1766","1766","1766","1766","0.8943560719490051","0.8943560719490051","0.8943560719490051"
"1767","1767","1767","1767","0.8695516586303711","0.8695516586303711","0.8695516586303711"
"1768","1768","1768","1768","0.7589542269706726","0.7589542269706726","0.7589542269706726"
"1769","1769","1769","1769","0.9424217939376831","0.9424217939376831","0.9424217939376831"
"1770","1770","1770","1770","0.9964872598648071","0.9964872598648071","0.9964872598648071"
"1771","1771","1771","1771","0.9315621256828308","0.9315621256828308","0.9315621256828308"
"1772","1772","1772","1772","1.0652263164520264","1.0652263164520264","1.0652263164520264"
"1773","1773","1773","1773","1.0442380905151367","1.0442380905151367","1.0442380905151367"
"1774","1774","1774","1774","0.8136128783226013","0.8136128783226013","0.8136128783226013"
"1775","1775","1775","1775","0.8918436169624329","0.8918436169624329","0.8918436169624329"
"1776","1776","1776","1776","0.9716209173202515","0.9716209173202515","0.9716209173202515"
"1777","1777","1777","1777","0.8422056436538696","0.8422056436538696","0.8422056436538696"
"1778","1778","1778","1778","1.01997971534729","1.01997971534729","1.01997971534729"
"1779","1779","1779","1779","0.9149284958839417","0.9149284958839417","0.9149284958839417"
"1780","1780","1780","1780","0.9383736252784729","0.9383736252784729","0.9383736252784729"
"1781","1781","1781","1781","0.9510327577590942","0.9510327577590942","0.9510327577590942"
"1782","1782","1782","1782","1.126739263534546","1.126739263534546","1.126739263534546"
"1783","1783","1783","1783","1.1266604661941528","1.1266604661941528","1.1266604661941528"
"1784","1784","1784","1784","0.9901825785636902","0.9901825785636902","0.9901825785636902"
"1785","1785","1785","1785","0.9904863238334656","0.9904863238334656","0.9904863238334656"
"1786","1786","1786","1786","1.0504591464996338","1.0504591464996338","1.0504591464996338"
"1787","1787","1787","1787","0.8878856301307678","0.8878856301307678","0.8878856301307678"
"1788","1788","1788","1788","1.022524118423462","1.022524118423462","1.022524118423462"
"1789","1789","1789","1789","1.0123794078826904","1.0123794078826904","1.0123794078826904"
"1790","1790","1790","1790","1.0476409196853638","1.0476409196853638","1.0476409196853638"
"1791","1791","1791","1791","0.7438401579856873","0.7438401579856873","0.7438401579856873"
"1792","1792","1792","1792","0.8830723166465759","0.8830723166465759","0.8830723166465759"
"1793","1793","1793","1793","0.8855980634689331","0.8855980634689331","0.8855980634689331"
"1794","1794","1794","1794","1.048702359199524","1.048702359199524","1.048702359199524"
"1795","1795","1795","1795","1.0928553342819214","1.0928553342819214","1.0928553342819214"
"1796","1796","1796","1796","0.9940583109855652","0.9940583109855652","0.9940583109855652"
"1797","1797","1797","1797","1.0932786464691162","1.0932786464691162","1.0932786464691162"
"1798","1798","1798","1798","0.9265742897987366","0.9265742897987366","0.9265742897987366"
"1799","1799","1799","1799","1.0002120733261108","1.0002120733261108","1.0002120733261108"
"1800","1800","1800","1800","1.115691065788269","1.115691065788269","1.115691065788269"
"1801","1801","1801","1801","1.0224074125289917","1.0224074125289917","1.0224074125289917"
"1802","1802","1802","1802","0.8672342896461487","0.8672342896461487","0.8672342896461487"
"1803","1803","1803","1803","0.9000145196914673","0.9000145196914673","0.9000145196914673"
"1804","1804","1804","1804","1.0940583944320679","1.0940583944320679","1.0940583944320679"
"1805","1805","1805","1805","0.8159417510032654","0.8159417510032654","0.8159417510032654"
"1806","1806","1806","1806","1.0893796682357788","1.0893796682357788","1.0893796682357788"
"1807","1807","1807","1807","1.1357414722442627","1.1357414722442627","1.1357414722442627"
"1808","1808","1808","1808","0.9399107694625854","0.9399107694625854","0.9399107694625854"
"1809","1809","1809","1809","1.1960468292236328","1.1960468292236328","1.1960468292236328"
"1810","1810","1810","1810","1.068418264389038","1.068418264389038","1.068418264389038"
"1811","1811","1811","1811","0.8785580992698669","0.8785580992698669","0.8785580992698669"
"1812","1812","1812","1812","1.0198980569839478","1.0198980569839478","1.0198980569839478"
"1813","1813","1813","1813","0.9761868715286255","0.9761868715286255","0.9761868715286255"
"1814","1814","1814","1814","1.0632636547088623","1.0632636547088623","1.0632636547088623"
"1815","1815","1815","1815","0.9415973424911499","0.9415973424911499","0.9415973424911499"
"1816","1816","1816","1816","1.0518016815185547","1.0518016815185547","1.0518016815185547"
"1817","1817","1817","1817","1.0830838680267334","1.0830838680267334","1.0830838680267334"
"1818","1818","1818","1818","1.0247859954833984","1.0247859954833984","1.0247859954833984"
"1819","1819","1819","1819","1.009149193763733","1.009149193763733","1.009149193763733"
"1820","1820","1820","1820","0.8593448996543884","0.8593448996543884","0.8593448996543884"
"1821","1821","1821","1821","1.0452739000320435","1.0452739000320435","1.0452739000320435"
"1822","1822","1822","1822","0.8866355419158936","0.8866355419158936","0.8866355419158936"
"1823","1823","1823","1823","1.0115081071853638","1.0115081071853638","1.0115081071853638"
"1824","1824","1824","1824","1.0344040393829346","1.0344040393829346","1.0344040393829346"
"1825","1825","1825","1825","1.0165561437606812","1.0165561437606812","1.0165561437606812"
"1826","1826","1826","1826","0.9764382839202881","0.9764382839202881","0.9764382839202881"
"1827","1827","1827","1827","1.111057996749878","1.111057996749878","1.111057996749878"
"1828","1828","1828","1828","1.1679564714431763","1.1679564714431763","1.1679564714431763"
"1829","1829","1829","1829","1.0212829113006592","1.0212829113006592","1.0212829113006592"
"1830","1830","1830","1830","1.0155562162399292","1.0155562162399292","1.0155562162399292"
"1831","1831","1831","1831","0.8931833505630493","0.8931833505630493","0.8931833505630493"
"1832","1832","1832","1832","0.9045266509056091","0.9045266509056091","0.9045266509056091"
"1833","1833","1833","1833","0.8646790981292725","0.8646790981292725","0.8646790981292725"
"1834","1834","1834","1834","1.011486291885376","1.011486291885376","1.011486291885376"
"1835","1835","1835","1835","0.9176731109619141","0.9176731109619141","0.9176731109619141"
"1836","1836","1836","1836","0.9933328628540039","0.9933328628540039","0.9933328628540039"
"1837","1837","1837","1837","1.0412760972976685","1.0412760972976685","1.0412760972976685"
"1838","1838","1838","1838","0.8970984220504761","0.8970984220504761","0.8970984220504761"
"1839","1839","1839","1839","1.0259897708892822","1.0259897708892822","1.0259897708892822"
"1840","1840","1840","1840","1.0332748889923096","1.0332748889923096","1.0332748889923096"
"1841","1841","1841","1841","0.9333916306495667","0.9333916306495667","0.9333916306495667"
"1842","1842","1842","1842","1.0620925426483154","1.0620925426483154","1.0620925426483154"
"1843","1843","1843","1843","1.040540099143982","1.040540099143982","1.040540099143982"
"1844","1844","1844","1844","1.0802264213562012","1.0802264213562012","1.0802264213562012"
"1845","1845","1845","1845","0.927471935749054","0.927471935749054","0.927471935749054"
"1846","1846","1846","1846","1.009019374847412","1.009019374847412","1.009019374847412"
"1847","1847","1847","1847","1.0882359743118286","1.0882359743118286","1.0882359743118286"
"1848","1848","1848","1848","0.9467138051986694","0.9467138051986694","0.9467138051986694"
"1849","1849","1849","1849","0.7679542899131775","0.7679542899131775","0.7679542899131775"
"1850","1850","1850","1850","1.0072438716888428","1.0072438716888428","1.0072438716888428"
"1851","1851","1851","1851","0.9283784627914429","0.9283784627914429","0.9283784627914429"
"1852","1852","1852","1852","1.0020791292190552","1.0020791292190552","1.0020791292190552"
"1853","1853","1853","1853","0.8375731110572815","0.8375731110572815","0.8375731110572815"
"1854","1854","1854","1854","1.1870774030685425","1.1870774030685425","1.1870774030685425"
"1855","1855","1855","1855","0.898719072341919","0.898719072341919","0.898719072341919"
"1856","1856","1856","1856","1.2226420640945435","1.2226420640945435","1.2226420640945435"
"1857","1857","1857","1857","0.8211678862571716","0.8211678862571716","0.8211678862571716"
"1858","1858","1858","1858","0.9361528754234314","0.9361528754234314","0.9361528754234314"
"1859","1859","1859","1859","1.1479612588882446","1.1479612588882446","1.1479612588882446"
"1860","1860","1860","1860","1.0223708152770996","1.0223708152770996","1.0223708152770996"
"1861","1861","1861","1861","0.86188143491745","0.86188143491745","0.86188143491745"
"1862","1862","1862","1862","0.9944179058074951","0.9944179058074951","0.9944179058074951"
"1863","1863","1863","1863","0.8957403898239136","0.8957403898239136","0.8957403898239136"
"1864","1864","1864","1864","1.1691230535507202","1.1691230535507202","1.1691230535507202"
"1865","1865","1865","1865","0.9608535766601562","0.9608535766601562","0.9608535766601562"
"1866","1866","1866","1866","0.9202293753623962","0.9202293753623962","0.9202293753623962"
"1867","1867","1867","1867","0.8175309300422668","0.8175309300422668","0.8175309300422668"
"1868","1868","1868","1868","1.0595452785491943","1.0595452785491943","1.0595452785491943"
"1869","1869","1869","1869","1.0671439170837402","1.0671439170837402","1.0671439170837402"
"1870","1870","1870","1870","0.8011546730995178","0.8011546730995178","0.8011546730995178"
"1871","1871","1871","1871","1.1314752101898193","1.1314752101898193","1.1314752101898193"
"1872","1872","1872","1872","0.9568617939949036","0.9568617939949036","0.9568617939949036"
"1873","1873","1873","1873","1.0554020404815674","1.0554020404815674","1.0554020404815674"
"1874","1874","1874","1874","0.8349500894546509","0.8349500894546509","0.8349500894546509"
"1875","1875","1875","1875","0.9771004915237427","0.9771004915237427","0.9771004915237427"
"1876","1876","1876","1876","0.9229538440704346","0.9229538440704346","0.9229538440704346"
"1877","1877","1877","1877","1.0592007637023926","1.0592007637023926","1.0592007637023926"
"1878","1878","1878","1878","1.1660454273223877","1.1660454273223877","1.1660454273223877"
"1879","1879","1879","1879","0.8862854838371277","0.8862854838371277","0.8862854838371277"
"1880","1880","1880","1880","1.2761887311935425","1.2761887311935425","1.2761887311935425"
"1881","1881","1881","1881","0.888785183429718","0.888785183429718","0.888785183429718"
"1882","1882","1882","1882","0.9838656783103943","0.9838656783103943","0.9838656783103943"
"1883","1883","1883","1883","0.9570722579956055","0.9570722579956055","0.9570722579956055"
"1884","1884","1884","1884","1.0399088859558105","1.0399088859558105","1.0399088859558105"
"1885","1885","1885","1885","0.9327254891395569","0.9327254891395569","0.9327254891395569"
"1886","1886","1886","1886","0.9755221009254456","0.9755221009254456","0.9755221009254456"
"1887","1887","1887","1887","0.8616594672203064","0.8616594672203064","0.8616594672203064"
"1888","1888","1888","1888","0.9353337287902832","0.9353337287902832","0.9353337287902832"
"1889","1889","1889","1889","0.9603487253189087","0.9603487253189087","0.9603487253189087"
"1890","1890","1890","1890","0.8203577399253845","0.8203577399253845","0.8203577399253845"
"1891","1891","1891","1891","0.9112791419029236","0.9112791419029236","0.9112791419029236"
"1892","1892","1892","1892","1.0107063055038452","1.0107063055038452","1.0107063055038452"
"1893","1893","1893","1893","1.2129966020584106","1.2129966020584106","1.2129966020584106"
"1894","1894","1894","1894","0.8884028792381287","0.8884028792381287","0.8884028792381287"
"1895","1895","1895","1895","0.9284599423408508","0.9284599423408508","0.9284599423408508"
"1896","1896","1896","1896","1.1196317672729492","1.1196317672729492","1.1196317672729492"
"1897","1897","1897","1897","0.89928138256073","0.89928138256073","0.89928138256073"
"1898","1898","1898","1898","0.9666639566421509","0.9666639566421509","0.9666639566421509"
"1899","1899","1899","1899","1.103995680809021","1.103995680809021","1.103995680809021"
"1900","1900","1900","1900","0.8508694767951965","0.8508694767951965","0.8508694767951965"
"1901","1901","1901","1901","0.8947275876998901","0.8947275876998901","0.8947275876998901"
"1902","1902","1902","1902","1.0221256017684937","1.0221256017684937","1.0221256017684937"
"1903","1903","1903","1903","0.8300894498825073","0.8300894498825073","0.8300894498825073"
"1904","1904","1904","1904","1.1479684114456177","1.1479684114456177","1.1479684114456177"
"1905","1905","1905","1905","0.7807734608650208","0.7807734608650208","0.7807734608650208"
"1906","1906","1906","1906","0.9332273602485657","0.9332273602485657","0.9332273602485657"
"1907","1907","1907","1907","0.9915719628334045","0.9915719628334045","0.9915719628334045"
"1908","1908","1908","1908","1.0818302631378174","1.0818302631378174","1.0818302631378174"
"1909","1909","1909","1909","0.8901277184486389","0.8901277184486389","0.8901277184486389"
"1910","1910","1910","1910","1.0456516742706299","1.0456516742706299","1.0456516742706299"
"1911","1911","1911","1911","0.945859432220459","0.945859432220459","0.945859432220459"
"1912","1912","1912","1912","0.9820230603218079","0.9820230603218079","0.9820230603218079"
"1913","1913","1913","1913","1.0732789039611816","1.0732789039611816","1.0732789039611816"
"1914","1914","1914","1914","1.066968560218811","1.066968560218811","1.066968560218811"
"1915","1915","1915","1915","0.8952281475067139","0.8952281475067139","0.8952281475067139"
"1916","1916","1916","1916","1.0063937902450562","1.0063937902450562","1.0063937902450562"
"1917","1917","1917","1917","0.967877209186554","0.967877209186554","0.967877209186554"
"1918","1918","1918","1918","1.003754734992981","1.003754734992981","1.003754734992981"
"1919","1919","1919","1919","0.8512110114097595","0.8512110114097595","0.8512110114097595"
"1920","1920","1920","1920","0.9577488899230957","0.9577488899230957","0.9577488899230957"
"1921","1921","1921","1921","0.93055260181427","0.93055260181427","0.93055260181427"
"1922","1922","1922","1922","1.0198981761932373","1.0198981761932373","1.0198981761932373"
"1923","1923","1923","1923","0.9562747478485107","0.9562747478485107","0.9562747478485107"
"1924","1924","1924","1924","0.9372367262840271","0.9372367262840271","0.9372367262840271"
"1925","1925","1925","1925","0.7754632830619812","0.7754632830619812","0.7754632830619812"
"1926","1926","1926","1926","0.9530439972877502","0.9530439972877502","0.9530439972877502"
"1927","1927","1927","1927","0.9848195910453796","0.9848195910453796","0.9848195910453796"
"1928","1928","1928","1928","0.9975626468658447","0.9975626468658447","0.9975626468658447"
"1929","1929","1929","1929","0.9442592263221741","0.9442592263221741","0.9442592263221741"
"1930","1930","1930","1930","1.0476194620132446","1.0476194620132446","1.0476194620132446"
"1931","1931","1931","1931","1.1069567203521729","1.1069567203521729","1.1069567203521729"
"1932","1932","1932","1932","0.9961238503456116","0.9961238503456116","0.9961238503456116"
"1933","1933","1933","1933","1.061564564704895","1.061564564704895","1.061564564704895"
"1934","1934","1934","1934","0.9810170531272888","0.9810170531272888","0.9810170531272888"
"1935","1935","1935","1935","1.1634750366210938","1.1634750366210938","1.1634750366210938"
"1936","1936","1936","1936","1.0304337739944458","1.0304337739944458","1.0304337739944458"
"1937","1937","1937","1937","1.0870071649551392","1.0870071649551392","1.0870071649551392"
"1938","1938","1938","1938","0.8791165351867676","0.8791165351867676","0.8791165351867676"
"1939","1939","1939","1939","0.9978817105293274","0.9978817105293274","0.9978817105293274"
"1940","1940","1940","1940","0.9558107256889343","0.9558107256889343","0.9558107256889343"
"1941","1941","1941","1941","1.1844589710235596","1.1844589710235596","1.1844589710235596"
"1942","1942","1942","1942","0.9852481484413147","0.9852481484413147","0.9852481484413147"
"1943","1943","1943","1943","0.9152950644493103","0.9152950644493103","0.9152950644493103"
"1944","1944","1944","1944","0.9891074895858765","0.9891074895858765","0.9891074895858765"
"1945","1945","1945","1945","1.028071641921997","1.028071641921997","1.028071641921997"
"1946","1946","1946","1946","0.949454665184021","0.949454665184021","0.949454665184021"
"1947","1947","1947","1947","1.0952047109603882","1.0952047109603882","1.0952047109603882"
"1948","1948","1948","1948","1.1868317127227783","1.1868317127227783","1.1868317127227783"
"1949","1949","1949","1949","0.9679756760597229","0.9679756760597229","0.9679756760597229"
"1950","1950","1950","1950","1.0055789947509766","1.0055789947509766","1.0055789947509766"
"1951","1951","1951","1951","1.087239384651184","1.087239384651184","1.087239384651184"
"1952","1952","1952","1952","0.8807733654975891","0.8807733654975891","0.8807733654975891"
"1953","1953","1953","1953","0.8144554495811462","0.8144554495811462","0.8144554495811462"
"1954","1954","1954","1954","0.9864498376846313","0.9864498376846313","0.9864498376846313"
"1955","1955","1955","1955","0.932256817817688","0.932256817817688","0.932256817817688"
"1956","1956","1956","1956","0.9088799953460693","0.9088799953460693","0.9088799953460693"
"1957","1957","1957","1957","0.8372461199760437","0.8372461199760437","0.8372461199760437"
"1958","1958","1958","1958","0.9716949462890625","0.9716949462890625","0.9716949462890625"
"1959","1959","1959","1959","0.9903866648674011","0.9903866648674011","0.9903866648674011"
"1960","1960","1960","1960","0.9966779947280884","0.9966779947280884","0.9966779947280884"
"1961","1961","1961","1961","0.9891948699951172","0.9891948699951172","0.9891948699951172"
"1962","1962","1962","1962","1.0287383794784546","1.0287383794784546","1.0287383794784546"
"1963","1963","1963","1963","0.9252381324768066","0.9252381324768066","0.9252381324768066"
"1964","1964","1964","1964","0.9793797135353088","0.9793797135353088","0.9793797135353088"
"1965","1965","1965","1965","0.8512077331542969","0.8512077331542969","0.8512077331542969"
"1966","1966","1966","1966","1.0069431066513062","1.0069431066513062","1.0069431066513062"
"1967","1967","1967","1967","1.0966657400131226","1.0966657400131226","1.0966657400131226"
"1968","1968","1968","1968","0.8509837985038757","0.8509837985038757","0.8509837985038757"
"1969","1969","1969","1969","1.0867173671722412","1.0867173671722412","1.0867173671722412"
"1970","1970","1970","1970","1.0470569133758545","1.0470569133758545","1.0470569133758545"
"1971","1971","1971","1971","0.9580428004264832","0.9580428004264832","0.9580428004264832"
"1972","1972","1972","1972","0.8109405636787415","0.8109405636787415","0.8109405636787415"
"1973","1973","1973","1973","0.9762729406356812","0.9762729406356812","0.9762729406356812"
"1974","1974","1974","1974","1.0008220672607422","1.0008220672607422","1.0008220672607422"
"1975","1975","1975","1975","0.8421950936317444","0.8421950936317444","0.8421950936317444"
"1976","1976","1976","1976","1.0914604663848877","1.0914604663848877","1.0914604663848877"
"1977","1977","1977","1977","1.1047848463058472","1.1047848463058472","1.1047848463058472"
"1978","1978","1978","1978","1.0809412002563477","1.0809412002563477","1.0809412002563477"
"1979","1979","1979","1979","0.7609994411468506","0.7609994411468506","0.7609994411468506"
"1980","1980","1980","1980","0.9047337770462036","0.9047337770462036","0.9047337770462036"
"1981","1981","1981","1981","1.0585500001907349","1.0585500001907349","1.0585500001907349"
"1982","1982","1982","1982","1.1291502714157104","1.1291502714157104","1.1291502714157104"
"1983","1983","1983","1983","0.9214048981666565","0.9214048981666565","0.9214048981666565"
"1984","1984","1984","1984","1.036681890487671","1.036681890487671","1.036681890487671"
"1985","1985","1985","1985","1.0603210926055908","1.0603210926055908","1.0603210926055908"
"1986","1986","1986","1986","0.9411202073097229","0.9411202073097229","0.9411202073097229"
"1987","1987","1987","1987","0.8585413694381714","0.8585413694381714","0.8585413694381714"
"1988","1988","1988","1988","0.9690988063812256","0.9690988063812256","0.9690988063812256"
"1989","1989","1989","1989","0.8891882300376892","0.8891882300376892","0.8891882300376892"
