"Iter","s3dis/semseg-octformer-v1m1-0-lit - _step","s3dis/semseg-octformer-v1m1-0-lit - _step__MIN","s3dis/semseg-octformer-v1m1-0-lit - _step__MAX","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MIN","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MAX"
"3081","3081","3081","3081","0.9789432287216187","0.9789432287216187","0.9789432287216187"
"3082","3082","3082","3082","0.7992417216300964","0.7992417216300964","0.7992417216300964"
"3083","3083","3083","3083","0.9247949719429016","0.9247949719429016","0.9247949719429016"
"3084","3084","3084","3084","0.9115597605705261","0.9115597605705261","0.9115597605705261"
"3085","3085","3085","3085","1.0165846347808838","1.0165846347808838","1.0165846347808838"
"3086","3086","3086","3086","0.8586201071739197","0.8586201071739197","0.8586201071739197"
"3087","3087","3087","3087","0.9297007322311401","0.9297007322311401","0.9297007322311401"
"3088","3088","3088","3088","0.7196041941642761","0.7196041941642761","0.7196041941642761"
"3089","3089","3089","3089","0.930282711982727","0.930282711982727","0.930282711982727"
"3090","3090","3090","3090","0.8321643471717834","0.8321643471717834","0.8321643471717834"
"3091","3091","3091","3091","0.8241597414016724","0.8241597414016724","0.8241597414016724"
"3092","3092","3092","3092","1.1625136137008667","1.1625136137008667","1.1625136137008667"
"3093","3093","3093","3093","1.011149525642395","1.011149525642395","1.011149525642395"
"3094","3094","3094","3094","0.8645913004875183","0.8645913004875183","0.8645913004875183"
"3095","3095","3095","3095","0.8446798324584961","0.8446798324584961","0.8446798324584961"
"3096","3096","3096","3096","1.0499577522277832","1.0499577522277832","1.0499577522277832"
"3097","3097","3097","3097","0.943776547908783","0.943776547908783","0.943776547908783"
"3098","3098","3098","3098","0.9734771847724915","0.9734771847724915","0.9734771847724915"
"3099","3099","3099","3099","0.750139057636261","0.750139057636261","0.750139057636261"
"3100","3100","3100","3100","0.8469270467758179","0.8469270467758179","0.8469270467758179"
"3101","3101","3101","3101","0.8421221971511841","0.8421221971511841","0.8421221971511841"
"3102","3102","3102","3102","0.9610964059829712","0.9610964059829712","0.9610964059829712"
"3103","3103","3103","3103","1.0221439599990845","1.0221439599990845","1.0221439599990845"
"3104","3104","3104","3104","0.7990959882736206","0.7990959882736206","0.7990959882736206"
"3105","3105","3105","3105","0.9066394567489624","0.9066394567489624","0.9066394567489624"
"3106","3106","3106","3106","0.854076087474823","0.854076087474823","0.854076087474823"
"3107","3107","3107","3107","0.8517686128616333","0.8517686128616333","0.8517686128616333"
"3108","3108","3108","3108","0.8128477334976196","0.8128477334976196","0.8128477334976196"
"3109","3109","3109","3109","0.8863223791122437","0.8863223791122437","0.8863223791122437"
"3110","3110","3110","3110","0.7982499599456787","0.7982499599456787","0.7982499599456787"
"3111","3111","3111","3111","0.8726372718811035","0.8726372718811035","0.8726372718811035"
"3112","3112","3112","3112","1.0557078123092651","1.0557078123092651","1.0557078123092651"
"3113","3113","3113","3113","0.9755459427833557","0.9755459427833557","0.9755459427833557"
"3114","3114","3114","3114","0.9103155732154846","0.9103155732154846","0.9103155732154846"
"3115","3115","3115","3115","1.027295708656311","1.027295708656311","1.027295708656311"
"3116","3116","3116","3116","0.8075348734855652","0.8075348734855652","0.8075348734855652"
"3117","3117","3117","3117","0.8283464908599854","0.8283464908599854","0.8283464908599854"
"3118","3118","3118","3118","0.9740793704986572","0.9740793704986572","0.9740793704986572"
"3119","3119","3119","3119","0.7892696857452393","0.7892696857452393","0.7892696857452393"
"3120","3120","3120","3120","0.7417247891426086","0.7417247891426086","0.7417247891426086"
"3121","3121","3121","3121","0.9588375091552734","0.9588375091552734","0.9588375091552734"
"3122","3122","3122","3122","0.7705309391021729","0.7705309391021729","0.7705309391021729"
"3123","3123","3123","3123","0.8128873109817505","0.8128873109817505","0.8128873109817505"
"3124","3124","3124","3124","0.9537336230278015","0.9537336230278015","0.9537336230278015"
"3125","3125","3125","3125","0.8310779333114624","0.8310779333114624","0.8310779333114624"
"3126","3126","3126","3126","0.9447218179702759","0.9447218179702759","0.9447218179702759"
"3127","3127","3127","3127","0.7239733338356018","0.7239733338356018","0.7239733338356018"
"3128","3128","3128","3128","0.7625956535339355","0.7625956535339355","0.7625956535339355"
"3129","3129","3129","3129","0.7155835032463074","0.7155835032463074","0.7155835032463074"
"3130","3130","3130","3130","0.7635833621025085","0.7635833621025085","0.7635833621025085"
"3131","3131","3131","3131","0.88360196352005","0.88360196352005","0.88360196352005"
"3132","3132","3132","3132","0.9634166359901428","0.9634166359901428","0.9634166359901428"
"3133","3133","3133","3133","0.9496015310287476","0.9496015310287476","0.9496015310287476"
"3134","3134","3134","3134","0.790660560131073","0.790660560131073","0.790660560131073"
"3135","3135","3135","3135","0.9497793912887573","0.9497793912887573","0.9497793912887573"
"3136","3136","3136","3136","0.9164177179336548","0.9164177179336548","0.9164177179336548"
"3137","3137","3137","3137","1.0152944326400757","1.0152944326400757","1.0152944326400757"
"3138","3138","3138","3138","0.8511511087417603","0.8511511087417603","0.8511511087417603"
"3139","3139","3139","3139","0.7674359083175659","0.7674359083175659","0.7674359083175659"
"3140","3140","3140","3140","0.887111246585846","0.887111246585846","0.887111246585846"
"3141","3141","3141","3141","1.0102421045303345","1.0102421045303345","1.0102421045303345"
"3142","3142","3142","3142","0.8559727072715759","0.8559727072715759","0.8559727072715759"
"3143","3143","3143","3143","0.8276507258415222","0.8276507258415222","0.8276507258415222"
"3144","3144","3144","3144","0.8787928223609924","0.8787928223609924","0.8787928223609924"
"3145","3145","3145","3145","1.0339634418487549","1.0339634418487549","1.0339634418487549"
"3146","3146","3146","3146","0.9057750105857849","0.9057750105857849","0.9057750105857849"
"3147","3147","3147","3147","0.8110001087188721","0.8110001087188721","0.8110001087188721"
"3148","3148","3148","3148","0.8275623321533203","0.8275623321533203","0.8275623321533203"
"3149","3149","3149","3149","1.0548759698867798","1.0548759698867798","1.0548759698867798"
"3150","3150","3150","3150","0.920301616191864","0.920301616191864","0.920301616191864"
"3151","3151","3151","3151","0.7888293266296387","0.7888293266296387","0.7888293266296387"
"3152","3152","3152","3152","0.9401744604110718","0.9401744604110718","0.9401744604110718"
"3153","3153","3153","3153","1.012823462486267","1.012823462486267","1.012823462486267"
"3154","3154","3154","3154","0.8525179624557495","0.8525179624557495","0.8525179624557495"
"3155","3155","3155","3155","0.7742148637771606","0.7742148637771606","0.7742148637771606"
"3156","3156","3156","3156","0.8544846177101135","0.8544846177101135","0.8544846177101135"
"3157","3157","3157","3157","0.8391693234443665","0.8391693234443665","0.8391693234443665"
"3158","3158","3158","3158","0.7030318975448608","0.7030318975448608","0.7030318975448608"
"3159","3159","3159","3159","1.059749722480774","1.059749722480774","1.059749722480774"
"3160","3160","3160","3160","0.962273120880127","0.962273120880127","0.962273120880127"
"3161","3161","3161","3161","0.8406732082366943","0.8406732082366943","0.8406732082366943"
"3162","3162","3162","3162","0.7639589905738831","0.7639589905738831","0.7639589905738831"
"3163","3163","3163","3163","1.0198147296905518","1.0198147296905518","1.0198147296905518"
"3164","3164","3164","3164","0.8102447390556335","0.8102447390556335","0.8102447390556335"
"3165","3165","3165","3165","0.9370297789573669","0.9370297789573669","0.9370297789573669"
"3166","3166","3166","3166","1.0910248756408691","1.0910248756408691","1.0910248756408691"
"3167","3167","3167","3167","0.8326317667961121","0.8326317667961121","0.8326317667961121"
"3168","3168","3168","3168","0.7855111956596375","0.7855111956596375","0.7855111956596375"
"3169","3169","3169","3169","0.8474457263946533","0.8474457263946533","0.8474457263946533"
"3170","3170","3170","3170","0.7990702986717224","0.7990702986717224","0.7990702986717224"
"3171","3171","3171","3171","0.9940639734268188","0.9940639734268188","0.9940639734268188"
"3172","3172","3172","3172","0.8317515850067139","0.8317515850067139","0.8317515850067139"
"3173","3173","3173","3173","0.793483316898346","0.793483316898346","0.793483316898346"
"3174","3174","3174","3174","1.130195140838623","1.130195140838623","1.130195140838623"
"3175","3175","3175","3175","0.9950090050697327","0.9950090050697327","0.9950090050697327"
"3176","3176","3176","3176","0.8684375882148743","0.8684375882148743","0.8684375882148743"
"3177","3177","3177","3177","0.9012979865074158","0.9012979865074158","0.9012979865074158"
"3178","3178","3178","3178","1.2564520835876465","1.2564520835876465","1.2564520835876465"
"3179","3179","3179","3179","0.7361903786659241","0.7361903786659241","0.7361903786659241"
"3180","3180","3180","3180","0.8288905620574951","0.8288905620574951","0.8288905620574951"
"3181","3181","3181","3181","0.7063629031181335","0.7063629031181335","0.7063629031181335"
"3182","3182","3182","3182","0.8648597598075867","0.8648597598075867","0.8648597598075867"
"3183","3183","3183","3183","0.8280143141746521","0.8280143141746521","0.8280143141746521"
"3184","3184","3184","3184","1.0019651651382446","1.0019651651382446","1.0019651651382446"
"3185","3185","3185","3185","0.8282546401023865","0.8282546401023865","0.8282546401023865"
"3186","3186","3186","3186","0.8112714290618896","0.8112714290618896","0.8112714290618896"
"3187","3187","3187","3187","0.8177870512008667","0.8177870512008667","0.8177870512008667"
"3188","3188","3188","3188","0.897427499294281","0.897427499294281","0.897427499294281"
"3189","3189","3189","3189","0.9941032528877258","0.9941032528877258","0.9941032528877258"
"3190","3190","3190","3190","0.9756479859352112","0.9756479859352112","0.9756479859352112"
"3191","3191","3191","3191","0.9471029043197632","0.9471029043197632","0.9471029043197632"
"3192","3192","3192","3192","1.0636022090911865","1.0636022090911865","1.0636022090911865"
"3193","3193","3193","3193","0.9275079965591431","0.9275079965591431","0.9275079965591431"
"3194","3194","3194","3194","0.9032838940620422","0.9032838940620422","0.9032838940620422"
"3195","3195","3195","3195","0.8292958736419678","0.8292958736419678","0.8292958736419678"
"3196","3196","3196","3196","0.8512052893638611","0.8512052893638611","0.8512052893638611"
"3197","3197","3197","3197","0.8302954435348511","0.8302954435348511","0.8302954435348511"
"3198","3198","3198","3198","0.9817559123039246","0.9817559123039246","0.9817559123039246"
"3199","3199","3199","3199","0.8606742024421692","0.8606742024421692","0.8606742024421692"
"3200","3200","3200","3200","0.8870187997817993","0.8870187997817993","0.8870187997817993"
"3201","3201","3201","3201","0.9980036616325378","0.9980036616325378","0.9980036616325378"
"3202","3202","3202","3202","0.959921658039093","0.959921658039093","0.959921658039093"
"3203","3203","3203","3203","0.958577036857605","0.958577036857605","0.958577036857605"
"3204","3204","3204","3204","0.9592836499214172","0.9592836499214172","0.9592836499214172"
"3205","3205","3205","3205","0.9893287420272827","0.9893287420272827","0.9893287420272827"
"3206","3206","3206","3206","0.7722437381744385","0.7722437381744385","0.7722437381744385"
"3207","3207","3207","3207","0.8343989253044128","0.8343989253044128","0.8343989253044128"
"3208","3208","3208","3208","0.985560953617096","0.985560953617096","0.985560953617096"
"3209","3209","3209","3209","0.9742802381515503","0.9742802381515503","0.9742802381515503"
"3210","3210","3210","3210","0.9436078667640686","0.9436078667640686","0.9436078667640686"
"3211","3211","3211","3211","1.0134814977645874","1.0134814977645874","1.0134814977645874"
"3212","3212","3212","3212","0.9772263765335083","0.9772263765335083","0.9772263765335083"
"3213","3213","3213","3213","0.9691451787948608","0.9691451787948608","0.9691451787948608"
"3214","3214","3214","3214","0.8726793527603149","0.8726793527603149","0.8726793527603149"
"3215","3215","3215","3215","1.1526983976364136","1.1526983976364136","1.1526983976364136"
"3216","3216","3216","3216","0.8840662240982056","0.8840662240982056","0.8840662240982056"
"3217","3217","3217","3217","0.7599267363548279","0.7599267363548279","0.7599267363548279"
"3218","3218","3218","3218","0.8563526272773743","0.8563526272773743","0.8563526272773743"
"3219","3219","3219","3219","0.8305020928382874","0.8305020928382874","0.8305020928382874"
"3220","3220","3220","3220","0.960110068321228","0.960110068321228","0.960110068321228"
"3221","3221","3221","3221","0.992749035358429","0.992749035358429","0.992749035358429"
"3222","3222","3222","3222","0.7352578043937683","0.7352578043937683","0.7352578043937683"
"3223","3223","3223","3223","0.829635739326477","0.829635739326477","0.829635739326477"
"3224","3224","3224","3224","0.9452155232429504","0.9452155232429504","0.9452155232429504"
"3225","3225","3225","3225","0.8665401339530945","0.8665401339530945","0.8665401339530945"
"3226","3226","3226","3226","1.0409481525421143","1.0409481525421143","1.0409481525421143"
"3227","3227","3227","3227","0.9834020137786865","0.9834020137786865","0.9834020137786865"
"3228","3228","3228","3228","0.9196065068244934","0.9196065068244934","0.9196065068244934"
"3229","3229","3229","3229","0.9069238901138306","0.9069238901138306","0.9069238901138306"
"3230","3230","3230","3230","0.8449584245681763","0.8449584245681763","0.8449584245681763"
"3231","3231","3231","3231","0.8855150938034058","0.8855150938034058","0.8855150938034058"
"3232","3232","3232","3232","0.8132716417312622","0.8132716417312622","0.8132716417312622"
"3233","3233","3233","3233","0.8121751546859741","0.8121751546859741","0.8121751546859741"
"3234","3234","3234","3234","0.9462719559669495","0.9462719559669495","0.9462719559669495"
"3235","3235","3235","3235","0.8068239092826843","0.8068239092826843","0.8068239092826843"
"3236","3236","3236","3236","0.8007928133010864","0.8007928133010864","0.8007928133010864"
"3237","3237","3237","3237","0.8469535708427429","0.8469535708427429","0.8469535708427429"
"3238","3238","3238","3238","0.798865020275116","0.798865020275116","0.798865020275116"
"3239","3239","3239","3239","1.0508185625076294","1.0508185625076294","1.0508185625076294"
"3240","3240","3240","3240","0.7812252640724182","0.7812252640724182","0.7812252640724182"
"3241","3241","3241","3241","0.8078953623771667","0.8078953623771667","0.8078953623771667"
"3242","3242","3242","3242","0.8709129095077515","0.8709129095077515","0.8709129095077515"
"3243","3243","3243","3243","0.8463413715362549","0.8463413715362549","0.8463413715362549"
"3244","3244","3244","3244","0.9538267850875854","0.9538267850875854","0.9538267850875854"
"3245","3245","3245","3245","0.9081708788871765","0.9081708788871765","0.9081708788871765"
"3246","3246","3246","3246","0.9747527241706848","0.9747527241706848","0.9747527241706848"
"3247","3247","3247","3247","0.9278846383094788","0.9278846383094788","0.9278846383094788"
"3248","3248","3248","3248","1.1194770336151123","1.1194770336151123","1.1194770336151123"
"3249","3249","3249","3249","0.952932596206665","0.952932596206665","0.952932596206665"
"3250","3250","3250","3250","1.000275731086731","1.000275731086731","1.000275731086731"
"3251","3251","3251","3251","0.9831129908561707","0.9831129908561707","0.9831129908561707"
"3252","3252","3252","3252","0.7337971925735474","0.7337971925735474","0.7337971925735474"
"3253","3253","3253","3253","0.8911532163619995","0.8911532163619995","0.8911532163619995"
"3254","3254","3254","3254","0.8463612794876099","0.8463612794876099","0.8463612794876099"
"3255","3255","3255","3255","0.9034170508384705","0.9034170508384705","0.9034170508384705"
"3256","3256","3256","3256","0.8874180316925049","0.8874180316925049","0.8874180316925049"
"3257","3257","3257","3257","1.0876491069793701","1.0876491069793701","1.0876491069793701"
"3258","3258","3258","3258","0.8785542845726013","0.8785542845726013","0.8785542845726013"
"3259","3259","3259","3259","0.8525718450546265","0.8525718450546265","0.8525718450546265"
"3260","3260","3260","3260","0.8091742992401123","0.8091742992401123","0.8091742992401123"
"3261","3261","3261","3261","0.9361150860786438","0.9361150860786438","0.9361150860786438"
"3262","3262","3262","3262","0.862876296043396","0.862876296043396","0.862876296043396"
"3263","3263","3263","3263","0.7958494424819946","0.7958494424819946","0.7958494424819946"
"3264","3264","3264","3264","0.9289301037788391","0.9289301037788391","0.9289301037788391"
"3265","3265","3265","3265","0.91404789686203","0.91404789686203","0.91404789686203"
"3266","3266","3266","3266","0.9920838475227356","0.9920838475227356","0.9920838475227356"
"3267","3267","3267","3267","0.9379404783248901","0.9379404783248901","0.9379404783248901"
"3268","3268","3268","3268","1.0172268152236938","1.0172268152236938","1.0172268152236938"
"3269","3269","3269","3269","0.9259144067764282","0.9259144067764282","0.9259144067764282"
"3270","3270","3270","3270","0.7992545366287231","0.7992545366287231","0.7992545366287231"
"3271","3271","3271","3271","0.9935196042060852","0.9935196042060852","0.9935196042060852"
"3272","3272","3272","3272","0.8148385286331177","0.8148385286331177","0.8148385286331177"
"3273","3273","3273","3273","0.9560689330101013","0.9560689330101013","0.9560689330101013"
"3274","3274","3274","3274","0.8372831344604492","0.8372831344604492","0.8372831344604492"
"3275","3275","3275","3275","0.849023699760437","0.849023699760437","0.849023699760437"
"3276","3276","3276","3276","0.8981174230575562","0.8981174230575562","0.8981174230575562"
"3277","3277","3277","3277","0.8615981340408325","0.8615981340408325","0.8615981340408325"
"3278","3278","3278","3278","1.085578441619873","1.085578441619873","1.085578441619873"
"3279","3279","3279","3279","0.9898008704185486","0.9898008704185486","0.9898008704185486"
"3280","3280","3280","3280","0.7451710104942322","0.7451710104942322","0.7451710104942322"
"3281","3281","3281","3281","0.8145509362220764","0.8145509362220764","0.8145509362220764"
"3282","3282","3282","3282","0.8621999025344849","0.8621999025344849","0.8621999025344849"
"3283","3283","3283","3283","0.9815644025802612","0.9815644025802612","0.9815644025802612"
"3284","3284","3284","3284","0.835203230381012","0.835203230381012","0.835203230381012"
"3285","3285","3285","3285","0.933914303779602","0.933914303779602","0.933914303779602"
"3286","3286","3286","3286","0.9516244530677795","0.9516244530677795","0.9516244530677795"
"3287","3287","3287","3287","0.78910893201828","0.78910893201828","0.78910893201828"
"3288","3288","3288","3288","0.9004647135734558","0.9004647135734558","0.9004647135734558"
"3289","3289","3289","3289","0.9611577987670898","0.9611577987670898","0.9611577987670898"
"3290","3290","3290","3290","0.9167003035545349","0.9167003035545349","0.9167003035545349"
"3291","3291","3291","3291","1.0042937994003296","1.0042937994003296","1.0042937994003296"
"3292","3292","3292","3292","0.9923186898231506","0.9923186898231506","0.9923186898231506"
"3293","3293","3293","3293","1.005967617034912","1.005967617034912","1.005967617034912"
"3294","3294","3294","3294","0.8207950592041016","0.8207950592041016","0.8207950592041016"
"3295","3295","3295","3295","0.8605815768241882","0.8605815768241882","0.8605815768241882"
"3296","3296","3296","3296","0.9252249002456665","0.9252249002456665","0.9252249002456665"
"3297","3297","3297","3297","0.7840849161148071","0.7840849161148071","0.7840849161148071"
"3298","3298","3298","3298","0.9444397687911987","0.9444397687911987","0.9444397687911987"
"3299","3299","3299","3299","0.935585618019104","0.935585618019104","0.935585618019104"
"3300","3300","3300","3300","0.816958487033844","0.816958487033844","0.816958487033844"
"3301","3301","3301","3301","0.7629652619361877","0.7629652619361877","0.7629652619361877"
"3302","3302","3302","3302","0.9317495822906494","0.9317495822906494","0.9317495822906494"
"3303","3303","3303","3303","0.830323338508606","0.830323338508606","0.830323338508606"
"3304","3304","3304","3304","0.8554456830024719","0.8554456830024719","0.8554456830024719"
"3305","3305","3305","3305","0.8090530633926392","0.8090530633926392","0.8090530633926392"
"3306","3306","3306","3306","0.9024804830551147","0.9024804830551147","0.9024804830551147"
"3307","3307","3307","3307","1.0877389907836914","1.0877389907836914","1.0877389907836914"
"3308","3308","3308","3308","0.9060598015785217","0.9060598015785217","0.9060598015785217"
"3309","3309","3309","3309","0.9834646582603455","0.9834646582603455","0.9834646582603455"
"3310","3310","3310","3310","0.9437375664710999","0.9437375664710999","0.9437375664710999"
"3311","3311","3311","3311","0.8564249277114868","0.8564249277114868","0.8564249277114868"
"3312","3312","3312","3312","0.9030365347862244","0.9030365347862244","0.9030365347862244"
"3313","3313","3313","3313","0.9591148495674133","0.9591148495674133","0.9591148495674133"
"3314","3314","3314","3314","0.7954428791999817","0.7954428791999817","0.7954428791999817"
"3315","3315","3315","3315","1.0317715406417847","1.0317715406417847","1.0317715406417847"
"3316","3316","3316","3316","0.8729971051216125","0.8729971051216125","0.8729971051216125"
"3317","3317","3317","3317","0.8551350235939026","0.8551350235939026","0.8551350235939026"
"3318","3318","3318","3318","0.8086357712745667","0.8086357712745667","0.8086357712745667"
"3319","3319","3319","3319","0.8931394815444946","0.8931394815444946","0.8931394815444946"
"3320","3320","3320","3320","0.807835578918457","0.807835578918457","0.807835578918457"
"3321","3321","3321","3321","0.8074724078178406","0.8074724078178406","0.8074724078178406"
"3322","3322","3322","3322","1.0133243799209595","1.0133243799209595","1.0133243799209595"
"3323","3323","3323","3323","0.783807635307312","0.783807635307312","0.783807635307312"
"3324","3324","3324","3324","1.0016484260559082","1.0016484260559082","1.0016484260559082"
"3325","3325","3325","3325","0.7853209376335144","0.7853209376335144","0.7853209376335144"
"3326","3326","3326","3326","0.7324519157409668","0.7324519157409668","0.7324519157409668"
"3327","3327","3327","3327","0.8852340579032898","0.8852340579032898","0.8852340579032898"
"3328","3328","3328","3328","0.7872601747512817","0.7872601747512817","0.7872601747512817"
"3329","3329","3329","3329","0.7571350932121277","0.7571350932121277","0.7571350932121277"
"3330","3330","3330","3330","0.8162813186645508","0.8162813186645508","0.8162813186645508"
"3331","3331","3331","3331","0.9582247138023376","0.9582247138023376","0.9582247138023376"
"3332","3332","3332","3332","0.9158600568771362","0.9158600568771362","0.9158600568771362"
"3333","3333","3333","3333","0.9693252444267273","0.9693252444267273","0.9693252444267273"
"3334","3334","3334","3334","0.705643892288208","0.705643892288208","0.705643892288208"
"3335","3335","3335","3335","0.7959937453269958","0.7959937453269958","0.7959937453269958"
"3336","3336","3336","3336","0.8491041660308838","0.8491041660308838","0.8491041660308838"
"3337","3337","3337","3337","0.6812121868133545","0.6812121868133545","0.6812121868133545"
"3338","3338","3338","3338","0.9225582480430603","0.9225582480430603","0.9225582480430603"
"3339","3339","3339","3339","0.9433845281600952","0.9433845281600952","0.9433845281600952"
"3340","3340","3340","3340","0.7581889033317566","0.7581889033317566","0.7581889033317566"
"3341","3341","3341","3341","1.0341801643371582","1.0341801643371582","1.0341801643371582"
"3342","3342","3342","3342","0.7259518504142761","0.7259518504142761","0.7259518504142761"
"3343","3343","3343","3343","1.0087424516677856","1.0087424516677856","1.0087424516677856"
"3344","3344","3344","3344","0.8414657115936279","0.8414657115936279","0.8414657115936279"
"3345","3345","3345","3345","0.9394887685775757","0.9394887685775757","0.9394887685775757"
"3346","3346","3346","3346","0.9249910116195679","0.9249910116195679","0.9249910116195679"
"3347","3347","3347","3347","0.9259766936302185","0.9259766936302185","0.9259766936302185"
"3348","3348","3348","3348","1.042803168296814","1.042803168296814","1.042803168296814"
"3349","3349","3349","3349","0.9841296076774597","0.9841296076774597","0.9841296076774597"
"3350","3350","3350","3350","1.1024729013442993","1.1024729013442993","1.1024729013442993"
"3351","3351","3351","3351","0.944393515586853","0.944393515586853","0.944393515586853"
"3352","3352","3352","3352","1.0660200119018555","1.0660200119018555","1.0660200119018555"
"3353","3353","3353","3353","0.9809280633926392","0.9809280633926392","0.9809280633926392"
"3354","3354","3354","3354","0.935364842414856","0.935364842414856","0.935364842414856"
"3355","3355","3355","3355","0.885410726070404","0.885410726070404","0.885410726070404"
"3356","3356","3356","3356","1.021776556968689","1.021776556968689","1.021776556968689"
"3357","3357","3357","3357","0.8399055600166321","0.8399055600166321","0.8399055600166321"
"3358","3358","3358","3358","0.871001660823822","0.871001660823822","0.871001660823822"
"3359","3359","3359","3359","0.9899604320526123","0.9899604320526123","0.9899604320526123"
"3360","3360","3360","3360","0.9898673295974731","0.9898673295974731","0.9898673295974731"
"3361","3361","3361","3361","0.8664708733558655","0.8664708733558655","0.8664708733558655"
"3362","3362","3362","3362","1.0141745805740356","1.0141745805740356","1.0141745805740356"
"3363","3363","3363","3363","1.0205200910568237","1.0205200910568237","1.0205200910568237"
"3364","3364","3364","3364","0.8234018087387085","0.8234018087387085","0.8234018087387085"
"3365","3365","3365","3365","1.0676958560943604","1.0676958560943604","1.0676958560943604"
"3366","3366","3366","3366","0.9538149237632751","0.9538149237632751","0.9538149237632751"
"3367","3367","3367","3367","1.0530266761779785","1.0530266761779785","1.0530266761779785"
"3368","3368","3368","3368","0.9022985696792603","0.9022985696792603","0.9022985696792603"
"3369","3369","3369","3369","1.0917067527770996","1.0917067527770996","1.0917067527770996"
"3370","3370","3370","3370","0.8428114056587219","0.8428114056587219","0.8428114056587219"
"3371","3371","3371","3371","0.8838797807693481","0.8838797807693481","0.8838797807693481"
"3372","3372","3372","3372","0.9478836059570312","0.9478836059570312","0.9478836059570312"
"3373","3373","3373","3373","1.046598196029663","1.046598196029663","1.046598196029663"
"3374","3374","3374","3374","0.9527803659439087","0.9527803659439087","0.9527803659439087"
"3375","3375","3375","3375","0.8331817984580994","0.8331817984580994","0.8331817984580994"
"3376","3376","3376","3376","0.9051052927970886","0.9051052927970886","0.9051052927970886"
"3377","3377","3377","3377","0.9952180981636047","0.9952180981636047","0.9952180981636047"
"3378","3378","3378","3378","0.9068554639816284","0.9068554639816284","0.9068554639816284"
"3379","3379","3379","3379","0.8890306353569031","0.8890306353569031","0.8890306353569031"
"3380","3380","3380","3380","0.7852774262428284","0.7852774262428284","0.7852774262428284"
"3381","3381","3381","3381","0.8926962614059448","0.8926962614059448","0.8926962614059448"
"3382","3382","3382","3382","0.8849399089813232","0.8849399089813232","0.8849399089813232"
"3383","3383","3383","3383","0.8572931885719299","0.8572931885719299","0.8572931885719299"
"3384","3384","3384","3384","0.8645498156547546","0.8645498156547546","0.8645498156547546"
"3385","3385","3385","3385","1.0994118452072144","1.0994118452072144","1.0994118452072144"
"3386","3386","3386","3386","0.8121533393859863","0.8121533393859863","0.8121533393859863"
"3387","3387","3387","3387","0.8676697015762329","0.8676697015762329","0.8676697015762329"
"3388","3388","3388","3388","0.8645498156547546","0.8645498156547546","0.8645498156547546"
"3389","3389","3389","3389","0.9526216983795166","0.9526216983795166","0.9526216983795166"
"3390","3390","3390","3390","0.8350870609283447","0.8350870609283447","0.8350870609283447"
"3391","3391","3391","3391","0.7100897431373596","0.7100897431373596","0.7100897431373596"
"3392","3392","3392","3392","1.1545125246047974","1.1545125246047974","1.1545125246047974"
"3393","3393","3393","3393","0.8981651067733765","0.8981651067733765","0.8981651067733765"
"3394","3394","3394","3394","0.9955421090126038","0.9955421090126038","0.9955421090126038"
"3395","3395","3395","3395","0.7331051230430603","0.7331051230430603","0.7331051230430603"
"3396","3396","3396","3396","0.9828522801399231","0.9828522801399231","0.9828522801399231"
"3397","3397","3397","3397","0.8358663320541382","0.8358663320541382","0.8358663320541382"
"3398","3398","3398","3398","0.7940922379493713","0.7940922379493713","0.7940922379493713"
"3399","3399","3399","3399","0.8591736555099487","0.8591736555099487","0.8591736555099487"
"3400","3400","3400","3400","0.9340742230415344","0.9340742230415344","0.9340742230415344"
"3401","3401","3401","3401","0.9706850051879883","0.9706850051879883","0.9706850051879883"
"3402","3402","3402","3402","0.7833608388900757","0.7833608388900757","0.7833608388900757"
"3403","3403","3403","3403","0.981546938419342","0.981546938419342","0.981546938419342"
"3404","3404","3404","3404","0.7697697877883911","0.7697697877883911","0.7697697877883911"
"3405","3405","3405","3405","0.8509097695350647","0.8509097695350647","0.8509097695350647"
"3406","3406","3406","3406","0.8480967283248901","0.8480967283248901","0.8480967283248901"
"3407","3407","3407","3407","0.7777680158615112","0.7777680158615112","0.7777680158615112"
"3408","3408","3408","3408","1.0650155544281006","1.0650155544281006","1.0650155544281006"
"3409","3409","3409","3409","0.8729599118232727","0.8729599118232727","0.8729599118232727"
"3410","3410","3410","3410","0.9841693043708801","0.9841693043708801","0.9841693043708801"
"3411","3411","3411","3411","0.7214276194572449","0.7214276194572449","0.7214276194572449"
"3412","3412","3412","3412","1.151306390762329","1.151306390762329","1.151306390762329"
"3413","3413","3413","3413","0.9143862724304199","0.9143862724304199","0.9143862724304199"
"3414","3414","3414","3414","0.9359316229820251","0.9359316229820251","0.9359316229820251"
"3415","3415","3415","3415","0.7916597127914429","0.7916597127914429","0.7916597127914429"
"3416","3416","3416","3416","0.9450627565383911","0.9450627565383911","0.9450627565383911"
"3417","3417","3417","3417","0.8800414800643921","0.8800414800643921","0.8800414800643921"
"3418","3418","3418","3418","0.8282970190048218","0.8282970190048218","0.8282970190048218"
"3419","3419","3419","3419","0.8451564908027649","0.8451564908027649","0.8451564908027649"
"3420","3420","3420","3420","0.699600100517273","0.699600100517273","0.699600100517273"
