"Iter","s3dis/semseg-pt-v1-0-base - _step","s3dis/semseg-pt-v1-0-base - _step__MIN","s3dis/semseg-pt-v1-0-base - _step__MAX","s3dis/semseg-pt-v1-0-base - train_batch/loss","s3dis/semseg-pt-v1-0-base - train_batch/loss__MIN","s3dis/semseg-pt-v1-0-base - train_batch/loss__MAX"
"16599","16599","16599","16599","0.20407012104988098","0.20407012104988098","0.20407012104988098"
"16600","16600","16600","16600","0.18907193839550018","0.13864006102085114","0.23950381577014923"
"16601","16601","16601","16601","0.11142466217279434","0.11142466217279434","0.11142466217279434"
"16602","16602","16602","16602","0.09598537161946297","0.09386204928159714","0.0981086939573288"
"16603","16603","16603","16603","0.06305502355098724","0.06305502355098724","0.06305502355098724"
"16604","16604","16604","16604","0.11900388449430466","0.10781429708003998","0.13019347190856934"
"16605","16605","16605","16605","0.11466692388057709","0.11466692388057709","0.11466692388057709"
"16606","16606","16606","16606","0.13239595293998718","0.05674891173839569","0.20804299414157867"
"16607","16607","16607","16607","0.16372019052505493","0.13468243181705475","0.19275794923305511"
"16608","16608","16608","16608","0.13595988601446152","0.132574200630188","0.13934557139873505"
"16609","16609","16609","16609","0.0971338152885437","0.08512624353170395","0.10914138704538345"
"16610","16610","16610","16610","0.11741172522306442","0.11741172522306442","0.11741172522306442"
"16611","16611","16611","16611","0.11656996980309486","0.06639111787080765","0.16674882173538208"
"16612","16612","16612","16612","0.14147783443331718","0.09403630346059799","0.18891936540603638"
"16613","16613","16613","16613","0.12016280740499496","0.09233678877353668","0.14798882603645325"
"16614","16614","16614","16614","0.07036218047142029","0.07036218047142029","0.07036218047142029"
"16615","16615","16615","16615","0.17364536225795746","0.16587737202644348","0.18141335248947144"
"16616","16616","16616","16616","0.09708297438919544","0.05295376852154732","0.14121218025684357"
"16617","16617","16617","16617","0.12000587582588196","0.11585551500320435","0.12415623664855957"
"16618","16618","16618","16618","0.17028692364692688","0.1460394561290741","0.19453439116477966"
"16619","16619","16619","16619","0.1617586761713028","0.1617586761713028","0.1617586761713028"
"16620","16620","16620","16620","0.058704670518636703","0.058704670518636703","0.058704670518636703"
"16621","16621","16621","16621","0.12060684338212013","0.11848887801170349","0.12272480875253677"
"16622","16622","16622","16622","0.12463608011603355","0.08333217352628708","0.16593998670578003"
"16623","16623","16623","16623","0.17502561956644058","0.15376242995262146","0.1962888091802597"
"16624","16624","16624","16624","0.05678856000304222","0.05678856000304222","0.05678856000304222"
"16625","16625","16625","16625","0.2070370465517044","0.148372620344162","0.2657014727592468"
"16626","16626","16626","16626","0.06924693286418915","0.06924693286418915","0.06924693286418915"
"16627","16627","16627","16627","0.07186806946992874","0.07186806946992874","0.07186806946992874"
"16628","16628","16628","16628","0.15236913412809372","0.1455661952495575","0.15917207300662994"
"16629","16629","16629","16629","0.10920057445764542","0.10920057445764542","0.10920057445764542"
"16630","16630","16630","16630","0.14834333956241608","0.1363598257303238","0.16032685339450836"
"16631","16631","16631","16631","0.14796581119298935","0.14636993408203125","0.14956168830394745"
"16632","16632","16632","16632","0.11699213087558746","0.11699213087558746","0.11699213087558746"
"16633","16633","16633","16633","0.29223715513944626","0.22314156591892242","0.3613327443599701"
"16634","16634","16634","16634","0.1372404284775257","0.12493548542261124","0.14954537153244019"
"16635","16635","16635","16635","0.07552903518080711","0.06749223917722702","0.08356583118438721"
"16636","16636","16636","16636","0.1502302587032318","0.14609578251838684","0.15436473488807678"
"16637","16637","16637","16637","0.18632805347442627","0.1332220733165741","0.23943403363227844"
"16638","16638","16638","16638","0.19449137151241302","0.19449137151241302","0.19449137151241302"
"16639","16639","16639","16639","0.13477708399295807","0.13477708399295807","0.13477708399295807"
"16640","16640","16640","16640","0.1396217942237854","0.1396217942237854","0.1396217942237854"
"16641","16641","16641","16641","0.13380146771669388","0.12208804488182068","0.14551489055156708"
"16642","16642","16642","16642","0.13489368557929993","0.13489368557929993","0.13489368557929993"
"16643","16643","16643","16643","0.2129397988319397","0.2129397988319397","0.2129397988319397"
"16644","16644","16644","16644","0.05780836194753647","0.05780836194753647","0.05780836194753647"
"16645","16645","16645","16645","0.07871214300394058","0.07871214300394058","0.07871214300394058"
"16646","16646","16646","16646","0.16570733860135078","0.12165186554193497","0.2097628116607666"
"16647","16647","16647","16647","0.18129552900791168","0.18129552900791168","0.18129552900791168"
"16648","16648","16648","16648","0.14055205881595612","0.14055205881595612","0.14055205881595612"
"16649","16649","16649","16649","0.1707165539264679","0.1707165539264679","0.1707165539264679"
"16650","16650","16650","16650","0.11051857471466064","0.09619543701410294","0.12484171241521835"
"16651","16651","16651","16651","0.2376038059592247","0.06704027950763702","0.4081673324108124"
"16652","16652","16652","16652","0.20339637249708176","0.15607412159442902","0.2507186233997345"
"16653","16653","16653","16653","0.14221959933638573","0.11477316170930862","0.16966603696346283"
"16654","16654","16654","16654","0.093534454703331","0.093534454703331","0.093534454703331"
"16655","16655","16655","16655","0.14372649043798447","0.11520782113075256","0.17224515974521637"
"16656","16656","16656","16656","0.17233287543058395","0.1367846578359604","0.20788109302520752"
"16657","16657","16657","16657","0.3250785768032074","0.11823266744613647","0.5319244861602783"
"16658","16658","16658","16658","0.1478719487786293","0.13810166716575623","0.15764223039150238"
"16659","16659","16659","16659","0.13882997632026672","0.13770721852779388","0.13995273411273956"
"16660","16660","16660","16660","0.12904884666204453","0.08501255512237549","0.17308513820171356"
"16661","16661","16661","16661","0.22063258290290833","0.1572144329547882","0.28405073285102844"
"16662","16662","16662","16662","0.18475455790758133","0.12856897711753845","0.2409401386976242"
"16663","16663","16663","16663","0.13257500529289246","0.11944684386253357","0.14570316672325134"
"16664","16664","16664","16664","0.16359416395425797","0.13335326313972473","0.1938350647687912"
"16665","16665","16665","16665","0.199197918176651","0.19693218171596527","0.20146365463733673"
"16666","16666","16666","16666","0.061549533158540726","0.061549533158540726","0.061549533158540726"
"16667","16667","16667","16667","0.1407533884048462","0.1407533884048462","0.1407533884048462"
"16668","16668","16668","16668","0.14998161792755127","0.14998161792755127","0.14998161792755127"
"16669","16669","16669","16669","0.11955145187675953","0.04948880150914192","0.18961410224437714"
"16670","16670","16670","16670","0.1639447994530201","0.08938736468553543","0.23850223422050476"
"16671","16671","16671","16671","0.11708380654454231","0.08151627331972122","0.1526513397693634"
"16672","16672","16672","16672","0.15186654031276703","0.0794563740491867","0.22427670657634735"
"16673","16673","16673","16673","0.18713542819023132","0.13754969835281372","0.23672115802764893"
"16674","16674","16674","16674","0.12371748685836792","0.12371748685836792","0.12371748685836792"
"16675","16675","16675","16675","0.109158456325531","0.109158456325531","0.109158456325531"
"16676","16676","16676","16676","0.11573842912912369","0.11573842912912369","0.11573842912912369"
"16677","16677","16677","16677","0.14093108847737312","0.10930963605642319","0.17255254089832306"
"16678","16678","16678","16678","0.07078082114458084","0.07078082114458084","0.07078082114458084"
"16679","16679","16679","16679","0.12617607414722443","0.12617607414722443","0.12617607414722443"
"16680","16680","16680","16680","0.13599462434649467","0.11379045993089676","0.1581987887620926"
"16681","16681","16681","16681","0.1573704481124878","0.07700768113136292","0.23773321509361267"
"16682","16682","16682","16682","0.1656791865825653","0.12160156667232513","0.20975680649280548"
"16683","16683","16683","16683","0.16502808034420013","0.1489333212375641","0.18112283945083618"
"16684","16684","16684","16684","0.09891486912965775","0.09891486912965775","0.09891486912965775"
"16685","16685","16685","16685","0.14760228991508484","0.14760228991508484","0.14760228991508484"
"16686","16686","16686","16686","0.11198536306619644","0.07569551467895508","0.1482752114534378"
"16687","16687","16687","16687","0.17079195380210876","0.13901387155056","0.20257003605365753"
"16688","16688","16688","16688","0.1268230825662613","0.1268230825662613","0.1268230825662613"
"16689","16689","16689","16689","0.11470124498009682","0.06120987981557846","0.16819261014461517"
"16690","16690","16690","16690","0.1418815478682518","0.10699145495891571","0.1767716407775879"
"16691","16691","16691","16691","0.18046638369560242","0.17239835858345032","0.18853440880775452"
"16692","16692","16692","16692","0.14185703545808792","0.12508252263069153","0.15863154828548431"
"16693","16693","16693","16693","0.15230455249547958","0.1340642124414444","0.17054489254951477"
"16694","16694","16694","16694","0.1768904011696577","0.06165068969130516","0.29213011264801025"
"16695","16695","16695","16695","0.12581773474812508","0.11537732928991318","0.13625814020633698"
"16696","16696","16696","16696","0.1604989767074585","0.12500643730163574","0.19599151611328125"
"16697","16697","16697","16697","0.15542161464691162","0.13295559585094452","0.17788763344287872"
"16698","16698","16698","16698","0.10475968569517136","0.08840504288673401","0.1211143285036087"
"16699","16699","16699","16699","0.13512642681598663","0.13512642681598663","0.13512642681598663"
"16700","16700","16700","16700","0.1391003057360649","0.13264508545398712","0.1455555260181427"
"16701","16701","16701","16701","0.10837189108133316","0.10837189108133316","0.10837189108133316"
"16702","16702","16702","16702","0.08088464289903641","0.08088464289903641","0.08088464289903641"
"16703","16703","16703","16703","0.17857177183032036","0.07929076999425888","0.27785277366638184"
"16704","16704","16704","16704","0.10099004209041595","0.10099004209041595","0.10099004209041595"
"16705","16705","16705","16705","0.16377416253089905","0.16377416253089905","0.16377416253089905"
"16706","16706","16706","16706","0.1269654631614685","0.1269654631614685","0.1269654631614685"
"16707","16707","16707","16707","0.10664220154285431","0.07749783992767334","0.13578656315803528"
"16708","16708","16708","16708","0.18244805932044983","0.18244805932044983","0.18244805932044983"
"16709","16709","16709","16709","0.18020397052168846","0.09559138864278793","0.264816552400589"
"16710","16710","16710","16710","0.12563301250338554","0.10482359677553177","0.14644242823123932"
"16711","16711","16711","16711","0.15869546681642532","0.13320113718509674","0.1841897964477539"
"16712","16712","16712","16712","0.13960787653923035","0.12814289331436157","0.15107285976409912"
"16713","16713","16713","16713","0.06980187445878983","0.06980187445878983","0.06980187445878983"
"16714","16714","16714","16714","0.12490234151482582","0.07363986223936081","0.17616482079029083"
"16715","16715","16715","16715","0.15186648815870285","0.15058526396751404","0.15314771234989166"
"16716","16716","16716","16716","0.14210382103919983","0.14210382103919983","0.14210382103919983"
"16717","16717","16717","16717","0.11976837366819382","0.10777302086353302","0.13176372647285461"
"16718","16718","16718","16718","0.1321393996477127","0.1321393996477127","0.1321393996477127"
"16719","16719","16719","16719","0.1189047358930111","0.1134105697274208","0.12439890205860138"
"16720","16720","16720","16720","0.17517898976802826","0.17517898976802826","0.17517898976802826"
"16721","16721","16721","16721","0.12595084309577942","0.12595084309577942","0.12595084309577942"
"16722","16722","16722","16722","0.16430024802684784","0.16430024802684784","0.16430024802684784"
"16723","16723","16723","16723","0.08614584058523178","0.08614584058523178","0.08614584058523178"
"16724","16724","16724","16724","0.12092866003513336","0.12092866003513336","0.12092866003513336"
"16725","16725","16725","16725","0.19159536063671112","0.13617026805877686","0.24702045321464539"
"16726","16726","16726","16726","0.08289729803800583","0.08289729803800583","0.08289729803800583"
"16727","16727","16727","16727","0.16849453747272491","0.13447162508964539","0.20251744985580444"
"16728","16728","16728","16728","0.16535115242004395","0.12036019563674927","0.21034210920333862"
"16729","16729","16729","16729","0.05310248211026192","0.05310248211026192","0.05310248211026192"
"16730","16730","16730","16730","0.1444041170179844","0.09195471554994583","0.19685351848602295"
"16731","16731","16731","16731","0.13809054344892502","0.1351832151412964","0.14099787175655365"
"16732","16732","16732","16732","0.14395050704479218","0.13568593561649323","0.15221507847309113"
"16733","16733","16733","16733","0.14312122017145157","0.13371296226978302","0.15252947807312012"
"16734","16734","16734","16734","0.07727155089378357","0.07727155089378357","0.07727155089378357"
"16735","16735","16735","16735","0.19251926243305206","0.17055323719978333","0.2144852876663208"
"16736","16736","16736","16736","0.19732199609279633","0.19732199609279633","0.19732199609279633"
"16737","16737","16737","16737","0.14208266884088516","0.06379412114620209","0.22037121653556824"
"16738","16738","16738","16738","0.16672881692647934","0.1462252289056778","0.18723240494728088"
"16739","16739","16739","16739","0.08465403318405151","0.08465403318405151","0.08465403318405151"
"16740","16740","16740","16740","0.07348855584859848","0.07348855584859848","0.07348855584859848"
"16741","16741","16741","16741","0.16262511909008026","0.16262511909008026","0.16262511909008026"
"16742","16742","16742","16742","0.13789546862244606","0.1237398311495781","0.15205110609531403"
"16743","16743","16743","16743","0.187328539788723","0.11403854191303253","0.26061853766441345"
"16744","16744","16744","16744","0.13202430307865143","0.13202430307865143","0.13202430307865143"
"16745","16745","16745","16745","0.20675630867481232","0.17085298895835876","0.24265962839126587"
"16746","16746","16746","16746","0.11725291609764099","0.11725291609764099","0.11725291609764099"
"16747","16747","16747","16747","0.07800106704235077","0.07800106704235077","0.07800106704235077"
"16748","16748","16748","16748","0.1300649791955948","0.1300649791955948","0.1300649791955948"
"16749","16749","16749","16749","0.21036513149738312","0.19076761603355408","0.22996264696121216"
"16750","16750","16750","16750","0.0796855166554451","0.0796855166554451","0.0796855166554451"
"16751","16751","16751","16751","0.09757035598158836","0.06828173249959946","0.12685897946357727"
"16752","16752","16752","16752","0.16297510266304016","0.16297510266304016","0.16297510266304016"
"16753","16753","16753","16753","0.12752575427293777","0.11717595160007477","0.13787555694580078"
"16754","16754","16754","16754","0.19404517859220505","0.16395726799964905","0.22413308918476105"
"16755","16755","16755","16755","0.13684553280472755","0.07808344811201096","0.19560761749744415"
"16756","16756","16756","16756","0.06216321140527725","0.06216321140527725","0.06216321140527725"
"16757","16757","16757","16757","0.13103578612208366","0.10628672689199448","0.15578484535217285"
"16758","16758","16758","16758","0.09060681238770485","0.08261441439390182","0.09859921038150787"
"16759","16759","16759","16759","0.23084279522299767","0.10448615998029709","0.35719943046569824"
"16760","16760","16760","16760","0.07841930910944939","0.07549643516540527","0.0813421830534935"
"16761","16761","16761","16761","0.17236646637320518","0.11565081030130386","0.2290821224451065"
"16762","16762","16762","16762","0.06470290571451187","0.06470290571451187","0.06470290571451187"
"16763","16763","16763","16763","0.13431480526924133","0.13431480526924133","0.13431480526924133"
"16764","16764","16764","16764","0.1255023516714573","0.10533220320940018","0.1456725001335144"
"16765","16765","16765","16765","0.08616501837968826","0.08616501837968826","0.08616501837968826"
"16766","16766","16766","16766","0.07271114736795425","0.07271114736795425","0.07271114736795425"
"16767","16767","16767","16767","0.10503288358449936","0.0667191594839096","0.1433466076850891"
"16768","16768","16768","16768","0.13476594537496567","0.10433441400527954","0.1651974767446518"
"16769","16769","16769","16769","0.1789613962173462","0.14032980799674988","0.2175929844379425"
"16770","16770","16770","16770","0.11925296112895012","0.11106427758932114","0.1274416446685791"
"16771","16771","16771","16771","0.21578750014305115","0.180525004863739","0.2510499954223633"
"16772","16772","16772","16772","0.12611936032772064","0.12611936032772064","0.12611936032772064"
"16773","16773","16773","16773","0.1108861193060875","0.10532736778259277","0.11644487082958221"
"16774","16774","16774","16774","0.09542061388492584","0.09542061388492584","0.09542061388492584"
"16775","16775","16775","16775","0.12261492013931274","0.11323690414428711","0.13199293613433838"
"16776","16776","16776","16776","0.10832709819078445","0.10832709819078445","0.10832709819078445"
"16777","16777","16777","16777","0.14830419048666954","0.09968910366296768","0.1969192773103714"
"16778","16778","16778","16778","0.1302225962281227","0.11015737056732178","0.15028782188892365"
"16779","16779","16779","16779","0.06587136536836624","0.06587136536836624","0.06587136536836624"
"16780","16780","16780","16780","0.14984408766031265","0.14841118454933167","0.15127699077129364"
"16781","16781","16781","16781","0.15412195026874542","0.15412195026874542","0.15412195026874542"
"16782","16782","16782","16782","0.06446085125207901","0.06446085125207901","0.06446085125207901"
"16783","16783","16783","16783","0.07043257355690002","0.07043257355690002","0.07043257355690002"
"16784","16784","16784","16784","0.22378915548324585","0.141541987657547","0.3060363233089447"
"16785","16785","16785","16785","0.19349432736635208","0.14869441092014313","0.23829424381256104"
"16786","16786","16786","16786","0.12197345867753029","0.07662365585565567","0.1673232614994049"
"16787","16787","16787","16787","0.15456293150782585","0.1070425882935524","0.2020832747220993"
"16788","16788","16788","16788","0.18607043102383614","0.09676054865121841","0.27538031339645386"
"16789","16789","16789","16789","0.14040876179933548","0.1173107773065567","0.16350674629211426"
"16790","16790","16790","16790","0.10991761833429337","0.10991761833429337","0.10991761833429337"
"16791","16791","16791","16791","0.1587580144405365","0.1587580144405365","0.1587580144405365"
"16792","16792","16792","16792","0.13272976875305176","0.13272976875305176","0.13272976875305176"
"16793","16793","16793","16793","0.09515602514147758","0.08848946541547775","0.10182258486747742"
"16794","16794","16794","16794","0.12033215910196304","0.09621693193912506","0.14444738626480103"
"16795","16795","16795","16795","0.14236750081181526","0.09131375700235367","0.19342124462127686"
"16796","16796","16796","16796","0.08704817295074463","0.08704817295074463","0.08704817295074463"
"16797","16797","16797","16797","0.1523834615945816","0.1523834615945816","0.1523834615945816"
"16798","16798","16798","16798","0.13596026599407196","0.13596026599407196","0.13596026599407196"
"16799","16799","16799","16799","0.0649869367480278","0.0649869367480278","0.0649869367480278"
"16800","16800","16800","16800","0.17426081001758575","0.13896584510803223","0.20955577492713928"
"16801","16801","16801","16801","0.15897245705127716","0.15897245705127716","0.15897245705127716"
"16802","16802","16802","16802","0.1102316603064537","0.1102316603064537","0.1102316603064537"
"16803","16803","16803","16803","0.1260029673576355","0.1260029673576355","0.1260029673576355"
"16804","16804","16804","16804","0.1410233974456787","0.1410233974456787","0.1410233974456787"
"16805","16805","16805","16805","0.16835154220461845","0.11021346598863602","0.2264896184206009"
"16806","16806","16806","16806","0.11363908648490906","0.11363908648490906","0.11363908648490906"
"16807","16807","16807","16807","0.11426158621907234","0.09804634004831314","0.13047683238983154"
"16808","16808","16808","16808","0.14833610504865646","0.13120627403259277","0.16546593606472015"
"16809","16809","16809","16809","0.14898306131362915","0.14898306131362915","0.14898306131362915"
"16810","16810","16810","16810","0.19046524167060852","0.17175202071666718","0.20917846262454987"
"16811","16811","16811","16811","0.12265694886445999","0.11428035795688629","0.1310335397720337"
"16812","16812","16812","16812","0.1094132848083973","0.07498077303171158","0.143845796585083"
"16813","16813","16813","16813","0.17763978242874146","0.17763978242874146","0.17763978242874146"
"16814","16814","16814","16814","0.185380756855011","0.185380756855011","0.185380756855011"
"16815","16815","16815","16815","0.1547957956790924","0.1547957956790924","0.1547957956790924"
"16816","16816","16816","16816","0.12745485827326775","0.11610694974660873","0.13880276679992676"
"16817","16817","16817","16817","0.06693599373102188","0.06693599373102188","0.06693599373102188"
"16818","16818","16818","16818","0.1374838799238205","0.1374838799238205","0.1374838799238205"
"16819","16819","16819","16819","0.04729416221380234","0.04729416221380234","0.04729416221380234"
"16820","16820","16820","16820","0.12514745071530342","0.11516588181257248","0.13512901961803436"
"16821","16821","16821","16821","0.1348310261964798","0.11943820118904114","0.15022385120391846"
"16822","16822","16822","16822","0.14309998974204063","0.07411030679941177","0.2120896726846695"
"16823","16823","16823","16823","0.15801557153463364","0.11886864900588989","0.19716249406337738"
"16824","16824","16824","16824","0.11868543922901154","0.11382869631052017","0.1235421821475029"
"16825","16825","16825","16825","0.141807459294796","0.12630921602249146","0.15730570256710052"
"16826","16826","16826","16826","0.06976427882909775","0.06976427882909775","0.06976427882909775"
"16827","16827","16827","16827","0.1770809292793274","0.1770809292793274","0.1770809292793274"
"16828","16828","16828","16828","0.14792263507843018","0.12747156620025635","0.168373703956604"
"16829","16829","16829","16829","0.09119382500648499","0.09119382500648499","0.09119382500648499"
"16830","16830","16830","16830","0.12398646399378777","0.10484593361616135","0.14312699437141418"
"16831","16831","16831","16831","0.06567064672708511","0.06567064672708511","0.06567064672708511"
"16832","16832","16832","16832","0.1405864730477333","0.059087932109832764","0.22208501398563385"
"16833","16833","16833","16833","0.14277640730142593","0.1379379779100418","0.14761483669281006"
"16834","16834","16834","16834","0.1398027166724205","0.10106956958770752","0.17853586375713348"
"16835","16835","16835","16835","0.13173073530197144","0.13173073530197144","0.13173073530197144"
"16836","16836","16836","16836","0.09383684396743774","0.09383684396743774","0.09383684396743774"
"16837","16837","16837","16837","0.11388522014021873","0.10321945697069168","0.12455098330974579"
"16838","16838","16838","16838","0.1908065751194954","0.08038638532161713","0.30122676491737366"
"16839","16839","16839","16839","0.1596071869134903","0.1596071869134903","0.1596071869134903"
"16840","16840","16840","16840","0.09531909227371216","0.09531909227371216","0.09531909227371216"
"16841","16841","16841","16841","0.08854633942246437","0.06203656643629074","0.115056112408638"
"16842","16842","16842","16842","0.14322950690984726","0.13602298498153687","0.15043602883815765"
"16843","16843","16843","16843","0.11836525052785873","0.09459148347377777","0.1421390175819397"
"16844","16844","16844","16844","0.10347415134310722","0.09996915608644485","0.10697914659976959"
"16845","16845","16845","16845","0.17617254331707954","0.0990641787648201","0.253280907869339"
"16846","16846","16846","16846","0.13985610753297806","0.12719713151454926","0.15251508355140686"
"16847","16847","16847","16847","0.15067154541611671","0.12153350561857224","0.1798095852136612"
"16848","16848","16848","16848","0.12582647055387497","0.10112336277961731","0.15052957832813263"
"16849","16849","16849","16849","0.17346331477165222","0.17346331477165222","0.17346331477165222"
"16850","16850","16850","16850","0.15632864087820053","0.11966405808925629","0.19299322366714478"
"16851","16851","16851","16851","0.1381942629814148","0.1381942629814148","0.1381942629814148"
"16852","16852","16852","16852","0.10837861895561218","0.10837861895561218","0.10837861895561218"
"16853","16853","16853","16853","0.20358669757843018","0.1231546700000763","0.28401872515678406"
"16854","16854","16854","16854","0.1507713571190834","0.0765533447265625","0.2249893695116043"
"16855","16855","16855","16855","0.14140638709068298","0.14140638709068298","0.14140638709068298"
"16856","16856","16856","16856","0.17288177832961082","0.09918975085020065","0.246573805809021"
"16857","16857","16857","16857","0.06564481556415558","0.06564481556415558","0.06564481556415558"
"16858","16858","16858","16858","0.13306540995836258","0.13133709132671356","0.1347937285900116"
"16859","16859","16859","16859","0.0943811759352684","0.0943811759352684","0.0943811759352684"
"16860","16860","16860","16860","0.11604654788970947","0.08045274019241333","0.15164035558700562"
"16861","16861","16861","16861","0.13797015696763992","0.13284090161323547","0.14309941232204437"
"16862","16862","16862","16862","0.12890608608722687","0.12890608608722687","0.12890608608722687"
"16863","16863","16863","16863","0.18582652509212494","0.12562906742095947","0.2460239827632904"
"16864","16864","16864","16864","0.12697146832942963","0.12697146832942963","0.12697146832942963"
"16865","16865","16865","16865","0.06682201474905014","0.06682201474905014","0.06682201474905014"
"16866","16866","16866","16866","0.10706020146608353","0.10706020146608353","0.10706020146608353"
"16867","16867","16867","16867","0.11175243929028511","0.10914279520511627","0.11436208337545395"
"16868","16868","16868","16868","0.12886276096105576","0.05301932990550995","0.20470619201660156"
"16869","16869","16869","16869","0.08914536610245705","0.07109053432941437","0.10720019787549973"
"16870","16870","16870","16870","0.10499291494488716","0.0964001938700676","0.11358563601970673"
"16871","16871","16871","16871","0.17359403893351555","0.09940781444311142","0.24778026342391968"
"16872","16872","16872","16872","0.1404246762394905","0.1369476318359375","0.14390172064304352"
"16873","16873","16873","16873","0.14256319403648376","0.14256319403648376","0.14256319403648376"
"16874","16874","16874","16874","0.08539917320013046","0.08539917320013046","0.08539917320013046"
"16875","16875","16875","16875","0.1154174841940403","0.11486242711544037","0.11597254127264023"
"16876","16876","16876","16876","0.13799479976296425","0.11442074924707413","0.16156885027885437"
"16877","16877","16877","16877","0.14166970178484917","0.12238343805074692","0.16095596551895142"
"16878","16878","16878","16878","0.10494685918092728","0.091453418135643","0.11844030022621155"
"16879","16879","16879","16879","0.13337232172489166","0.13337232172489166","0.13337232172489166"
"16880","16880","16880","16880","0.12138336151838303","0.12138336151838303","0.12138336151838303"
"16881","16881","16881","16881","0.11209704354405403","0.10466024279594421","0.11953384429216385"
"16882","16882","16882","16882","0.14532682672142982","0.1050839051604271","0.18556974828243256"
"16883","16883","16883","16883","0.1279555968940258","0.11209049075841904","0.14382070302963257"
"16884","16884","16884","16884","0.14134522527456284","0.1252882182598114","0.15740223228931427"
"16885","16885","16885","16885","0.14396178722381592","0.1328614205121994","0.15506215393543243"
"16886","16886","16886","16886","0.19600345939397812","0.1111302524805069","0.28087666630744934"
"16887","16887","16887","16887","0.10573937743902206","0.10573937743902206","0.10573937743902206"
"16888","16888","16888","16888","0.1329277753829956","0.08852416276931763","0.17733138799667358"
"16889","16889","16889","16889","0.14460039138793945","0.08542515337467194","0.20377562940120697"
"16890","16890","16890","16890","0.16273175179958344","0.11956612765789032","0.20589737594127655"
"16891","16891","16891","16891","0.1027778685092926","0.1027778685092926","0.1027778685092926"
"16892","16892","16892","16892","0.1394968219101429","0.1210123673081398","0.157981276512146"
"16893","16893","16893","16893","0.12753070890903473","0.1103253960609436","0.14473602175712585"
"16894","16894","16894","16894","0.15076852589845657","0.14773882925510406","0.15379822254180908"
"16895","16895","16895","16895","0.06797707080841064","0.06797707080841064","0.06797707080841064"
"16896","16896","16896","16896","0.11688543483614922","0.1053115501999855","0.12845931947231293"
"16897","16897","16897","16897","0.13093221187591553","0.13093221187591553","0.13093221187591553"
"16898","16898","16898","16898","0.17844990640878677","0.15603899955749512","0.20086081326007843"
"16899","16899","16899","16899","0.22231187671422958","0.17859376966953278","0.2660299837589264"
"16900","16900","16900","16900","0.12150413542985916","0.12150413542985916","0.12150413542985916"
"16901","16901","16901","16901","0.13988323509693146","0.1314104050397873","0.14835606515407562"
"16902","16902","16902","16902","0.11179734021425247","0.09385707974433899","0.12973760068416595"
"16903","16903","16903","16903","0.10068168491125107","0.10068168491125107","0.10068168491125107"
"16904","16904","16904","16904","0.1165909469127655","0.1165909469127655","0.1165909469127655"
"16905","16905","16905","16905","0.2067568302154541","0.15982306003570557","0.25369060039520264"
"16906","16906","16906","16906","0.12808546423912048","0.12808546423912048","0.12808546423912048"
"16907","16907","16907","16907","0.17432540655136108","0.1463157683610916","0.20233504474163055"
"16908","16908","16908","16908","0.12009167671203613","0.12009167671203613","0.12009167671203613"
"16909","16909","16909","16909","0.12973912805318832","0.11639776825904846","0.14308048784732819"
"16910","16910","16910","16910","0.11468061804771423","0.106691874563694","0.12266936153173447"
"16911","16911","16911","16911","0.17224809527397156","0.15743611752986908","0.18706007301807404"
"16912","16912","16912","16912","0.1330607533454895","0.1330607533454895","0.1330607533454895"
"16913","16913","16913","16913","0.21589608490467072","0.11213302612304688","0.31965914368629456"
"16914","16914","16914","16914","0.1562853753566742","0.1562853753566742","0.1562853753566742"
"16915","16915","16915","16915","0.11051903665065765","0.11051903665065765","0.11051903665065765"
"16916","16916","16916","16916","0.15513037890195847","0.14818310737609863","0.1620776504278183"
"16917","16917","16917","16917","0.136317178606987","0.136317178606987","0.136317178606987"
"16918","16918","16918","16918","0.19067656248807907","0.132560133934021","0.24879299104213715"
"16919","16919","16919","16919","0.14741091430187225","0.14741091430187225","0.14741091430187225"
"16920","16920","16920","16920","0.1190161406993866","0.1022462546825409","0.1357860267162323"
"16921","16921","16921","16921","0.1468258947134018","0.12308718264102936","0.17056460678577423"
"16922","16922","16922","16922","0.12652665376663208","0.12652665376663208","0.12652665376663208"
"16923","16923","16923","16923","0.1097130998969078","0.1097130998969078","0.1097130998969078"
"16924","16924","16924","16924","0.15414786338806152","0.15414786338806152","0.15414786338806152"
"16925","16925","16925","16925","0.12167304381728172","0.10531919449567795","0.1380268931388855"
"16926","16926","16926","16926","0.10672270506620407","0.10672270506620407","0.10672270506620407"
"16927","16927","16927","16927","0.11534549295902252","0.06323178112506866","0.16745920479297638"
"16928","16928","16928","16928","0.13498983532190323","0.06508757174015045","0.204892098903656"
"16929","16929","16929","16929","0.12595194578170776","0.06964123249053955","0.18226265907287598"
"16930","16930","16930","16930","0.1370738297700882","0.1370738297700882","0.1370738297700882"
"16931","16931","16931","16931","0.0960305705666542","0.09346794337034225","0.09859319776296616"
"16932","16932","16932","16932","0.09768959507346153","0.07950223982334137","0.1158769503235817"
"16933","16933","16933","16933","0.1289769522845745","0.1192813292145729","0.1386725753545761"
"16934","16934","16934","16934","0.06760313361883163","0.06760313361883163","0.06760313361883163"
"16935","16935","16935","16935","0.15261951088905334","0.0979989767074585","0.2072400450706482"
"16936","16936","16936","16936","0.11619123816490173","0.09104730188846588","0.14133517444133759"
