"Iter","s3dis/semseg-pt-v1-0-base - _step","s3dis/semseg-pt-v1-0-base - _step__MIN","s3dis/semseg-pt-v1-0-base - _step__MAX","s3dis/semseg-pt-v1-0-base - train_batch/loss","s3dis/semseg-pt-v1-0-base - train_batch/loss__MIN","s3dis/semseg-pt-v1-0-base - train_batch/loss__MAX"
"9154","9154","9154","9154","0.058891501277685165","0.058891501277685165","0.058891501277685165"
"9155","9155","9155","9155","0.16856111586093903","0.16856111586093903","0.16856111586093903"
"9156","9156","9156","9156","0.14690449833869934","0.14690449833869934","0.14690449833869934"
"9157","9157","9157","9157","0.14519226923584938","0.10904829949140549","0.18133623898029327"
"9158","9158","9158","9158","0.2184072881937027","0.1255670189857483","0.3112475574016571"
"9159","9159","9159","9159","0.14435386657714844","0.1380370408296585","0.15067069232463837"
"9160","9160","9160","9160","0.1510476991534233","0.15073516964912415","0.15136022865772247"
"9161","9161","9161","9161","0.1568409577012062","0.11624814569950104","0.19743376970291138"
"9162","9162","9162","9162","0.2646526098251343","0.0795726478099823","0.44973257184028625"
"9163","9163","9163","9163","0.17830102145671844","0.1330738216638565","0.22352822124958038"
"9164","9164","9164","9164","0.1672799475491047","0.08151043206453323","0.25304946303367615"
"9165","9165","9165","9165","0.10316852107644081","0.0626075491309166","0.14372949302196503"
"9166","9166","9166","9166","0.13502222299575806","0.13502222299575806","0.13502222299575806"
"9167","9167","9167","9167","0.1632133573293686","0.15422013401985168","0.1722065806388855"
"9168","9168","9168","9168","0.1263720989227295","0.1263720989227295","0.1263720989227295"
"9169","9169","9169","9169","0.16386564075946808","0.16386564075946808","0.16386564075946808"
"9170","9170","9170","9170","0.12743986770510674","0.07280107587575912","0.18207865953445435"
"9171","9171","9171","9171","0.26465412229299545","0.1828928142786026","0.3464154303073883"
"9172","9172","9172","9172","0.1401364803314209","0.1401364803314209","0.1401364803314209"
"9173","9173","9173","9173","0.14713452756404877","0.14713452756404877","0.14713452756404877"
"9174","9174","9174","9174","0.13706016540527344","0.13706016540527344","0.13706016540527344"
"9175","9175","9175","9175","0.14322339743375778","0.12720035016536713","0.15924644470214844"
"9176","9176","9176","9176","0.10291000455617905","0.09877171367406845","0.10704829543828964"
"9177","9177","9177","9177","0.09495225921273232","0.08343923836946487","0.10646528005599976"
"9178","9178","9178","9178","0.14305679500102997","0.14305679500102997","0.14305679500102997"
"9179","9179","9179","9179","0.18777771294116974","0.11943438649177551","0.25612103939056396"
"9180","9180","9180","9180","0.19213182479143143","0.11363448202610016","0.2706291675567627"
"9181","9181","9181","9181","0.11318983137607574","0.09037449955940247","0.13600516319274902"
"9182","9182","9182","9182","0.12344453483819962","0.12344453483819962","0.12344453483819962"
"9183","9183","9183","9183","0.14337589964270592","0.11582756787538528","0.17092423141002655"
"9184","9184","9184","9184","0.11660653352737427","0.11660653352737427","0.11660653352737427"
"9185","9185","9185","9185","0.15088826417922974","0.15088826417922974","0.15088826417922974"
"9186","9186","9186","9186","0.19688161462545395","0.12339352071285248","0.2703697085380554"
"9187","9187","9187","9187","0.15898075327277184","0.10827551037073135","0.20968599617481232"
"9188","9188","9188","9188","0.22441916167736053","0.16255995631217957","0.2862783670425415"
"9189","9189","9189","9189","0.1738164722919464","0.1738164722919464","0.1738164722919464"
"9190","9190","9190","9190","0.14591287449002266","0.0633155032992363","0.22851024568080902"
"9191","9191","9191","9191","0.0745728611946106","0.0745728611946106","0.0745728611946106"
"9192","9192","9192","9192","0.22863396257162094","0.13446490466594696","0.3228030204772949"
"9193","9193","9193","9193","0.13318844139575958","0.13318844139575958","0.13318844139575958"
"9194","9194","9194","9194","0.1710454374551773","0.14906537532806396","0.19302549958229065"
"9195","9195","9195","9195","0.13426806032657623","0.13426806032657623","0.13426806032657623"
"9196","9196","9196","9196","0.15066330134868622","0.1258668601512909","0.17545974254608154"
"9197","9197","9197","9197","0.15547267720103264","0.11856216937303543","0.19238318502902985"
"9198","9198","9198","9198","0.14446420595049858","0.12052338570356369","0.16840502619743347"
"9199","9199","9199","9199","0.19111588597297668","0.19111588597297668","0.19111588597297668"
"9200","9200","9200","9200","0.164106797426939","0.08499007672071457","0.24322351813316345"
"9201","9201","9201","9201","0.12672922387719154","0.12098131328821182","0.13247713446617126"
"9202","9202","9202","9202","0.06616801023483276","0.06616801023483276","0.06616801023483276"
"9203","9203","9203","9203","0.2949076145887375","0.18579769134521484","0.40401753783226013"
"9204","9204","9204","9204","0.1695234626531601","0.1532636433839798","0.1857832819223404"
"9205","9205","9205","9205","0.12669161334633827","0.09919369965791702","0.15418952703475952"
"9206","9206","9206","9206","0.19330992177128792","0.11589819937944412","0.2707216441631317"
"9207","9207","9207","9207","0.15399299561977386","0.13346752524375916","0.17451846599578857"
"9208","9208","9208","9208","0.1302899271249771","0.1302899271249771","0.1302899271249771"
"9209","9209","9209","9209","0.1853392794728279","0.13577455282211304","0.23490400612354279"
"9210","9210","9210","9210","0.13249918818473816","0.13249918818473816","0.13249918818473816"
"9211","9211","9211","9211","0.1189299039542675","0.11072374135255814","0.12713606655597687"
"9212","9212","9212","9212","0.17725275456905365","0.0964861512184143","0.258019357919693"
"9213","9213","9213","9213","0.2005528211593628","0.2005528211593628","0.2005528211593628"
"9214","9214","9214","9214","0.14976409077644348","0.14976409077644348","0.14976409077644348"
"9215","9215","9215","9215","0.10784567892551422","0.10784567892551422","0.10784567892551422"
"9216","9216","9216","9216","0.13173262774944305","0.13173262774944305","0.13173262774944305"
"9217","9217","9217","9217","0.20481295138597488","0.17054153978824615","0.2390843629837036"
"9218","9218","9218","9218","0.17871029675006866","0.17676867544651031","0.18065191805362701"
"9219","9219","9219","9219","0.2555696591734886","0.17716644704341888","0.33397287130355835"
"9220","9220","9220","9220","0.1660139188170433","0.08630463480949402","0.2457232028245926"
"9221","9221","9221","9221","0.06875556334853172","0.06789971888065338","0.06961140781641006"
"9222","9222","9222","9222","0.1967918425798416","0.15202772617340088","0.24155595898628235"
"9223","9223","9223","9223","0.19844985008239746","0.1266830861568451","0.27021661400794983"
"9224","9224","9224","9224","0.12904198467731476","0.12904198467731476","0.12904198467731476"
"9225","9225","9225","9225","0.0829535648226738","0.06550617516040802","0.10040095448493958"
"9226","9226","9226","9226","0.08499310910701752","0.08499310910701752","0.08499310910701752"
"9227","9227","9227","9227","0.23265577852725983","0.2156985104084015","0.24961304664611816"
"9228","9228","9228","9228","0.14580315724015236","0.11412050575017929","0.17748580873012543"
"9229","9229","9229","9229","0.259212464094162","0.158076673746109","0.36034825444221497"
"9230","9230","9230","9230","0.1410151869058609","0.1410151869058609","0.1410151869058609"
"9231","9231","9231","9231","0.1208251342177391","0.1208251342177391","0.1208251342177391"
"9232","9232","9232","9232","0.15708506107330322","0.15708506107330322","0.15708506107330322"
"9233","9233","9233","9233","0.18881870061159134","0.17893677949905396","0.19870062172412872"
"9234","9234","9234","9234","0.12806031852960587","0.10494659841060638","0.15117403864860535"
"9235","9235","9235","9235","0.13015595823526382","0.11306703090667725","0.1472448855638504"
"9236","9236","9236","9236","0.11953146755695343","0.09180815517902374","0.14725477993488312"
"9237","9237","9237","9237","0.23491790890693665","0.12779071927070618","0.3420450985431671"
"9238","9238","9238","9238","0.18832312524318695","0.18832312524318695","0.18832312524318695"
"9239","9239","9239","9239","0.1509465090930462","0.10803351551294327","0.1938595026731491"
"9240","9240","9240","9240","0.16213082149624825","0.0869830921292305","0.237278550863266"
"9241","9241","9241","9241","0.10565070807933807","0.10565070807933807","0.10565070807933807"
"9242","9242","9242","9242","0.17002499103546143","0.16691423952579498","0.17313574254512787"
"9243","9243","9243","9243","0.19008786976337433","0.1613437384366989","0.21883200109004974"
"9244","9244","9244","9244","0.08342576771974564","0.08342576771974564","0.08342576771974564"
"9245","9245","9245","9245","0.16260381415486336","0.1127094253897667","0.21249820291996002"
"9246","9246","9246","9246","0.16147983074188232","0.13041342794895172","0.19254623353481293"
"9247","9247","9247","9247","0.15663877129554749","0.15663877129554749","0.15663877129554749"
"9248","9248","9248","9248","0.17510440945625305","0.17510440945625305","0.17510440945625305"
"9249","9249","9249","9249","0.15310894697904587","0.15251615643501282","0.15370173752307892"
"9250","9250","9250","9250","0.14574788510799408","0.14574788510799408","0.14574788510799408"
"9251","9251","9251","9251","0.21122249588370323","0.0918847844004631","0.33056020736694336"
"9252","9252","9252","9252","0.15418891236186028","0.08527553826570511","0.22310228645801544"
"9253","9253","9253","9253","0.15216600894927979","0.15216600894927979","0.15216600894927979"
"9254","9254","9254","9254","0.18518903851509094","0.14195895195007324","0.22841912508010864"
"9255","9255","9255","9255","0.12008717656135559","0.11815644800662994","0.12201790511608124"
"9256","9256","9256","9256","0.11863882839679718","0.11863882839679718","0.11863882839679718"
"9257","9257","9257","9257","0.09732052683830261","0.08025667071342468","0.11438438296318054"
"9258","9258","9258","9258","0.19023869931697845","0.16028253734111786","0.22019486129283905"
"9259","9259","9259","9259","0.15377943217754364","0.15377943217754364","0.15377943217754364"
"9260","9260","9260","9260","0.2582770138978958","0.18210375308990479","0.33445027470588684"
"9261","9261","9261","9261","0.1468818038702011","0.0746518224477768","0.21911178529262543"
"9262","9262","9262","9262","0.22140811383724213","0.17142558097839355","0.2713906466960907"
"9263","9263","9263","9263","0.1566033698618412","0.06600389629602432","0.24720284342765808"
"9264","9264","9264","9264","0.0999588891863823","0.08453081548213959","0.115386962890625"
"9265","9265","9265","9265","0.08510402590036392","0.08510402590036392","0.08510402590036392"
"9266","9266","9266","9266","0.13833538815379143","0.11614308506250381","0.16052769124507904"
"9267","9267","9267","9267","0.17931080237030983","0.11263415962457657","0.2459874451160431"
"9268","9268","9268","9268","0.2143373116850853","0.1472376137971878","0.2814370095729828"
"9269","9269","9269","9269","0.18555129319429398","0.08176927268505096","0.289333313703537"
"9270","9270","9270","9270","0.126982182264328","0.126982182264328","0.126982182264328"
"9271","9271","9271","9271","0.09573698043823242","0.09573698043823242","0.09573698043823242"
"9272","9272","9272","9272","0.2468080297112465","0.19335217773914337","0.3002638816833496"
"9273","9273","9273","9273","0.1793685108423233","0.1783648282289505","0.1803721934556961"
"9274","9274","9274","9274","0.1938348263502121","0.14346075057983398","0.2442089021205902"
"9275","9275","9275","9275","0.23689576238393784","0.22349117696285248","0.2503003478050232"
"9276","9276","9276","9276","0.13764888048171997","0.1290767639875412","0.14622099697589874"
"9277","9277","9277","9277","0.19796572998166084","0.12130705267190933","0.27462440729141235"
"9278","9278","9278","9278","0.21332843601703644","0.1557920277118683","0.2708648443222046"
"9279","9279","9279","9279","0.1105358749628067","0.1105358749628067","0.1105358749628067"
"9280","9280","9280","9280","0.13421113789081573","0.13421113789081573","0.13421113789081573"
"9281","9281","9281","9281","0.12811721861362457","0.12811721861362457","0.12811721861362457"
"9282","9282","9282","9282","0.0753534808754921","0.0753534808754921","0.0753534808754921"
"9283","9283","9283","9283","0.17656002193689346","0.17646588385105133","0.1766541600227356"
"9284","9284","9284","9284","0.15096502378582954","0.10042431205511093","0.20150573551654816"
"9285","9285","9285","9285","0.1773293800652027","0.11221089214086533","0.2424478679895401"
"9286","9286","9286","9286","0.14397338032722473","0.14397338032722473","0.14397338032722473"
"9287","9287","9287","9287","0.19608467817306519","0.1587367206811905","0.23343263566493988"
"9288","9288","9288","9288","0.1347799301147461","0.1347799301147461","0.1347799301147461"
"9289","9289","9289","9289","0.09401271864771843","0.06644763052463531","0.12157780677080154"
"9290","9290","9290","9290","0.14868314564228058","0.14868314564228058","0.14868314564228058"
"9291","9291","9291","9291","0.19073795899748802","0.08389215916395187","0.29758375883102417"
"9292","9292","9292","9292","0.13022597134113312","0.13022597134113312","0.13022597134113312"
"9293","9293","9293","9293","0.18320828676223755","0.18320828676223755","0.18320828676223755"
"9294","9294","9294","9294","0.25103163719177246","0.14586380124092102","0.3561994731426239"
"9295","9295","9295","9295","0.13558834791183472","0.13558834791183472","0.13558834791183472"
"9296","9296","9296","9296","0.1156521812081337","0.1156521812081337","0.1156521812081337"
"9297","9297","9297","9297","0.15560515224933624","0.15560515224933624","0.15560515224933624"
"9298","9298","9298","9298","0.08387264609336853","0.08387264609336853","0.08387264609336853"
"9299","9299","9299","9299","0.1663685217499733","0.13154898583889008","0.20118805766105652"
"9300","9300","9300","9300","0.26942212879657745","0.16953366994857788","0.369310587644577"
"9301","9301","9301","9301","0.11724293977022171","0.11724293977022171","0.11724293977022171"
"9302","9302","9302","9302","0.10058371722698212","0.07694467902183533","0.1242227554321289"
"9303","9303","9303","9303","0.0878763347864151","0.0878763347864151","0.0878763347864151"
"9304","9304","9304","9304","0.20685525238513947","0.1564461588859558","0.2572643458843231"
"9305","9305","9305","9305","0.1650465577840805","0.13486316800117493","0.19522994756698608"
"9306","9306","9306","9306","0.10580914840102196","0.09278284758329391","0.11883544921875"
"9307","9307","9307","9307","0.07275144755840302","0.07275144755840302","0.07275144755840302"
"9308","9308","9308","9308","0.0938793420791626","0.0938793420791626","0.0938793420791626"
"9309","9309","9309","9309","0.1281191110610962","0.1281191110610962","0.1281191110610962"
"9310","9310","9310","9310","0.2164405956864357","0.20904412865638733","0.22383706271648407"
"9311","9311","9311","9311","0.19366545975208282","0.12272778153419495","0.2646031379699707"
"9312","9312","9312","9312","0.15778598934412003","0.1521817296743393","0.16339024901390076"
"9313","9313","9313","9313","0.16854184865951538","0.1293027698993683","0.20778092741966248"
"9314","9314","9314","9314","0.20099330320954323","0.08659494668245316","0.3153916597366333"
"9315","9315","9315","9315","0.22698183357715607","0.17052343487739563","0.2834402322769165"
"9316","9316","9316","9316","0.16355185210704803","0.16346104443073273","0.16364265978336334"
"9317","9317","9317","9317","0.1553882732987404","0.15115849673748016","0.1596180498600006"
"9318","9318","9318","9318","0.07832684367895126","0.07832684367895126","0.07832684367895126"
"9319","9319","9319","9319","0.14470022916793823","0.14470022916793823","0.14470022916793823"
"9320","9320","9320","9320","0.17731062695384026","0.09748395532369614","0.2571372985839844"
"9321","9321","9321","9321","0.22961663454771042","0.18503229320049286","0.274200975894928"
"9322","9322","9322","9322","0.11365988105535507","0.11365988105535507","0.11365988105535507"
"9323","9323","9323","9323","0.16712501645088196","0.16712501645088196","0.16712501645088196"
"9324","9324","9324","9324","0.12665852904319763","0.12665852904319763","0.12665852904319763"
"9325","9325","9325","9325","0.21667788922786713","0.15951770544052124","0.273838073015213"
"9326","9326","9326","9326","0.20475927367806435","0.07387790828943253","0.33564063906669617"
"9327","9327","9327","9327","0.2795228213071823","0.18050765991210938","0.37853798270225525"
"9328","9328","9328","9328","0.2129404917359352","0.15477938950061798","0.27110159397125244"
"9329","9329","9329","9329","0.22979965806007385","0.12614107131958008","0.3334582448005676"
"9330","9330","9330","9330","0.08364374190568924","0.08364374190568924","0.08364374190568924"
"9331","9331","9331","9331","0.22155798971652985","0.1695302426815033","0.2735857367515564"
"9332","9332","9332","9332","0.14392314851284027","0.14392314851284027","0.14392314851284027"
"9333","9333","9333","9333","0.19787926971912384","0.17146597802639008","0.2242925614118576"
"9334","9334","9334","9334","0.1485234685242176","0.06756693869829178","0.22947999835014343"
"9335","9335","9335","9335","0.08752303570508957","0.08752303570508957","0.08752303570508957"
"9336","9336","9336","9336","0.14927923679351807","0.14927923679351807","0.14927923679351807"
"9337","9337","9337","9337","0.16023177653551102","0.1557726263999939","0.16469092667102814"
"9338","9338","9338","9338","0.2198006808757782","0.15026319026947021","0.2893381714820862"
"9339","9339","9339","9339","0.14253125712275505","0.08714067190885544","0.19792184233665466"
"9340","9340","9340","9340","0.14172151684761047","0.14172151684761047","0.14172151684761047"
"9341","9341","9341","9341","0.06083161383867264","0.06083161383867264","0.06083161383867264"
"9342","9342","9342","9342","0.23472237586975098","0.1547035574913025","0.31474119424819946"
"9343","9343","9343","9343","0.16074783727526665","0.11147748678922653","0.21001818776130676"
"9344","9344","9344","9344","0.15776919573545456","0.07812614738941193","0.2374122440814972"
"9345","9345","9345","9345","0.19017598032951355","0.18594872951507568","0.19440323114395142"
"9346","9346","9346","9346","0.07193552702665329","0.07193552702665329","0.07193552702665329"
"9347","9347","9347","9347","0.11647449433803558","0.06648844480514526","0.1664605438709259"
"9348","9348","9348","9348","0.2011023834347725","0.06270287930965424","0.33950188755989075"
"9349","9349","9349","9349","0.15958277508616447","0.06978093832731247","0.24938461184501648"
"9350","9350","9350","9350","0.135279081761837","0.11854517459869385","0.15201298892498016"
"9351","9351","9351","9351","0.10924061387777328","0.1057695671916008","0.11271166056394577"
"9352","9352","9352","9352","0.20862292498350143","0.1422242671251297","0.27502158284187317"
"9353","9353","9353","9353","0.2296351883560419","0.06209530308842659","0.3971750736236572"
"9354","9354","9354","9354","0.11502242833375931","0.11502242833375931","0.11502242833375931"
"9355","9355","9355","9355","0.32442137598991394","0.1460145115852356","0.5028282403945923"
"9356","9356","9356","9356","0.2850559577345848","0.1587071269750595","0.4114047884941101"
"9357","9357","9357","9357","0.1247367262840271","0.1247367262840271","0.1247367262840271"
"9358","9358","9358","9358","0.13235312700271606","0.13235312700271606","0.13235312700271606"
"9359","9359","9359","9359","0.17031913250684738","0.09932699799537659","0.24131126701831818"
"9360","9360","9360","9360","0.14377638697624207","0.12272973358631134","0.1648230403661728"
"9361","9361","9361","9361","0.10533486306667328","0.10378101468086243","0.10688871145248413"
"9362","9362","9362","9362","0.13106893002986908","0.13106893002986908","0.13106893002986908"
"9363","9363","9363","9363","0.16929522156715393","0.12781043350696564","0.21078000962734222"
"9364","9364","9364","9364","0.17601585388183594","0.17601585388183594","0.17601585388183594"
"9365","9365","9365","9365","0.17620179057121277","0.16591817140579224","0.1864854097366333"
"9366","9366","9366","9366","0.15341432392597198","0.13424693048000336","0.1725817173719406"
"9367","9367","9367","9367","0.12099966406822205","0.12099966406822205","0.12099966406822205"
"9368","9368","9368","9368","0.12093634530901909","0.09502165764570236","0.14685103297233582"
"9369","9369","9369","9369","0.19598083198070526","0.13230034708976746","0.25966131687164307"
"9370","9370","9370","9370","0.12757805362343788","0.12166575342416763","0.13349035382270813"
"9371","9371","9371","9371","0.08793752640485764","0.08793752640485764","0.08793752640485764"
"9372","9372","9372","9372","0.18721511960029602","0.11829221248626709","0.25613802671432495"
"9373","9373","9373","9373","0.15184307098388672","0.14525149762630463","0.1584346443414688"
"9374","9374","9374","9374","0.14488114416599274","0.14488114416599274","0.14488114416599274"
"9375","9375","9375","9375","0.1368117853999138","0.06812228262424469","0.20550128817558289"
"9376","9376","9376","9376","0.19496186822652817","0.1424558162689209","0.24746792018413544"
"9377","9377","9377","9377","0.16706088185310364","0.16706088185310364","0.16706088185310364"
"9378","9378","9378","9378","0.1153150349855423","0.1153150349855423","0.1153150349855423"
"9379","9379","9379","9379","0.14924503862857819","0.14924503862857819","0.14924503862857819"
"9380","9380","9380","9380","0.1541290134191513","0.12926873564720154","0.17898929119110107"
"9381","9381","9381","9381","0.16703931242227554","0.15594439208507538","0.1781342327594757"
"9382","9382","9382","9382","0.2407350167632103","0.16372232139110565","0.31774771213531494"
"9383","9383","9383","9383","0.1754959523677826","0.1610635668039322","0.189928337931633"
"9384","9384","9384","9384","0.06955122202634811","0.06955122202634811","0.06955122202634811"
"9385","9385","9385","9385","0.1803732067346573","0.1803732067346573","0.1803732067346573"
"9386","9386","9386","9386","0.1893647015094757","0.1893647015094757","0.1893647015094757"
"9387","9387","9387","9387","0.07896515727043152","0.07896515727043152","0.07896515727043152"
"9388","9388","9388","9388","0.1276387721300125","0.12474760413169861","0.13052994012832642"
"9389","9389","9389","9389","0.1724744439125061","0.1599770486354828","0.18497183918952942"
"9390","9390","9390","9390","0.21969624608755112","0.15523461997509003","0.2841578722000122"
"9391","9391","9391","9391","0.15268462896347046","0.15268462896347046","0.15268462896347046"
"9392","9392","9392","9392","0.17149455845355988","0.12536048889160156","0.2176286280155182"
"9393","9393","9393","9393","0.16561603546142578","0.1367092877626419","0.19452278316020966"
"9394","9394","9394","9394","0.19935467094182968","0.18169373273849487","0.2170156091451645"
"9395","9395","9395","9395","0.14024817943572998","0.14024817943572998","0.14024817943572998"
"9396","9396","9396","9396","0.2003253772854805","0.14898373186588287","0.2516670227050781"
"9397","9397","9397","9397","0.10848307237029076","0.08270453661680222","0.1342616081237793"
"9398","9398","9398","9398","0.1319650448858738","0.07694140821695328","0.1869886815547943"
"9399","9399","9399","9399","0.1615087315440178","0.08634179830551147","0.2366756647825241"
"9400","9400","9400","9400","0.12126768380403519","0.12126768380403519","0.12126768380403519"
"9401","9401","9401","9401","0.12764115631580353","0.12764115631580353","0.12764115631580353"
"9402","9402","9402","9402","0.21439502388238907","0.12484316527843475","0.3039468824863434"
"9403","9403","9403","9403","0.13828882575035095","0.13828882575035095","0.13828882575035095"
"9404","9404","9404","9404","0.16460194438695908","0.1409302055835724","0.18827368319034576"
"9405","9405","9405","9405","0.26496441662311554","0.1349451243877411","0.39498370885849"
"9406","9406","9406","9406","0.24205680936574936","0.10261164605617523","0.3815019726753235"
"9407","9407","9407","9407","0.13084401190280914","0.11755645275115967","0.14413157105445862"
"9408","9408","9408","9408","0.16091042757034302","0.16091042757034302","0.16091042757034302"
"9409","9409","9409","9409","0.16852999478578568","0.1531015932559967","0.18395839631557465"
"9410","9410","9410","9410","0.12721796333789825","0.12721796333789825","0.12721796333789825"
"9411","9411","9411","9411","0.1939067766070366","0.1522035151720047","0.23561003804206848"
"9412","9412","9412","9412","0.0814235582947731","0.0814235582947731","0.0814235582947731"
"9413","9413","9413","9413","0.18503651767969131","0.13364583253860474","0.2364272028207779"
"9414","9414","9414","9414","0.1385100930929184","0.11049544811248779","0.166524738073349"
"9415","9415","9415","9415","0.1912502497434616","0.10755893588066101","0.2749415636062622"
"9416","9416","9416","9416","0.15319453924894333","0.13140510022640228","0.17498397827148438"
"9417","9417","9417","9417","0.2558404952287674","0.22051647305488586","0.2911645174026489"
"9418","9418","9418","9418","0.10442829877138138","0.10442829877138138","0.10442829877138138"
"9419","9419","9419","9419","0.10828699171543121","0.08529253304004669","0.13128145039081573"
"9420","9420","9420","9420","0.1502065360546112","0.07767178118228912","0.2227412909269333"
"9421","9421","9421","9421","0.1762223020195961","0.16995714604854584","0.18248745799064636"
"9422","9422","9422","9422","0.135692298412323","0.135692298412323","0.135692298412323"
"9423","9423","9423","9423","0.15267133712768555","0.15267133712768555","0.15267133712768555"
"9424","9424","9424","9424","0.2882949411869049","0.24138900637626648","0.33520087599754333"
"9425","9425","9425","9425","0.14841848984360695","0.11683674901723862","0.18000023066997528"
"9426","9426","9426","9426","0.13468268513679504","0.13468268513679504","0.13468268513679504"
"9427","9427","9427","9427","0.2016575038433075","0.13858145475387573","0.26473355293273926"
"9428","9428","9428","9428","0.11633777618408203","0.11633777618408203","0.11633777618408203"
"9429","9429","9429","9429","0.12228573858737946","0.12228573858737946","0.12228573858737946"
"9430","9430","9430","9430","0.18729450553655624","0.13586144149303436","0.23872756958007812"
"9431","9431","9431","9431","0.12297731637954712","0.12297731637954712","0.12297731637954712"
"9432","9432","9432","9432","0.15492533892393112","0.13285087049007416","0.17699980735778809"
"9433","9433","9433","9433","0.16091719269752502","0.16091719269752502","0.16091719269752502"
"9434","9434","9434","9434","0.16261067986488342","0.15654665231704712","0.16867470741271973"
"9435","9435","9435","9435","0.16475579142570496","0.16475579142570496","0.16475579142570496"
"9436","9436","9436","9436","0.14234444499015808","0.14234444499015808","0.14234444499015808"
"9437","9437","9437","9437","0.1342383474111557","0.1342383474111557","0.1342383474111557"
"9438","9438","9438","9438","0.14913811907172203","0.07917451113462448","0.21910172700881958"
"9439","9439","9439","9439","0.1564650684595108","0.1564650684595108","0.1564650684595108"
"9440","9440","9440","9440","0.08692138642072678","0.08692138642072678","0.08692138642072678"
"9441","9441","9441","9441","0.13567082211375237","0.07533776015043259","0.19600388407707214"
"9442","9442","9442","9442","0.14716483652591705","0.14716483652591705","0.14716483652591705"
"9443","9443","9443","9443","0.1603257656097412","0.1603257656097412","0.1603257656097412"
"9444","9444","9444","9444","0.07142125815153122","0.07142125815153122","0.07142125815153122"
"9445","9445","9445","9445","0.16117455065250397","0.1555054932832718","0.16684360802173615"
"9446","9446","9446","9446","0.10870678722858429","0.10758322477340698","0.1098303496837616"
"9447","9447","9447","9447","0.129561185836792","0.129561185836792","0.129561185836792"
"9448","9448","9448","9448","0.22170212864875793","0.12080562114715576","0.3225986361503601"
"9449","9449","9449","9449","0.10546968132257462","0.09564799815416336","0.11529136449098587"
"9450","9450","9450","9450","0.1280200555920601","0.11537334322929382","0.14066676795482635"
"9451","9451","9451","9451","0.15653907507658005","0.14798179268836975","0.16509635746479034"
"9452","9452","9452","9452","0.18140874058008194","0.13983523845672607","0.2229822427034378"
"9453","9453","9453","9453","0.12765254825353622","0.12642131745815277","0.12888377904891968"
"9454","9454","9454","9454","0.10902492329478264","0.06262294203042984","0.15542690455913544"
"9455","9455","9455","9455","0.11024143546819687","0.11024143546819687","0.11024143546819687"
"9456","9456","9456","9456","0.1324092373251915","0.0960894525051117","0.1687290221452713"
"9457","9457","9457","9457","0.16038240119814873","0.11557354778051376","0.2051912546157837"
"9458","9458","9458","9458","0.14514966309070587","0.14514966309070587","0.14514966309070587"
"9459","9459","9459","9459","0.14125054329633713","0.09982600808143616","0.1826750785112381"
"9460","9460","9460","9460","0.13718665204942226","0.05343550071120262","0.2209378033876419"
"9461","9461","9461","9461","0.1347229927778244","0.1347229927778244","0.1347229927778244"
"9462","9462","9462","9462","0.15682008862495422","0.15682008862495422","0.15682008862495422"
"9463","9463","9463","9463","0.145687535405159","0.145687535405159","0.145687535405159"
"9464","9464","9464","9464","0.17760023847222328","0.09518707543611526","0.2600134015083313"
"9465","9465","9465","9465","0.13009506464004517","0.13009506464004517","0.13009506464004517"
"9466","9466","9466","9466","0.12069537490606308","0.12069537490606308","0.12069537490606308"
"9467","9467","9467","9467","0.16069523245096207","0.1305578649044037","0.19083259999752045"
"9468","9468","9468","9468","0.21785017102956772","0.17024178802967072","0.2654585540294647"
"9469","9469","9469","9469","0.1406717225909233","0.10624785721302032","0.1750955879688263"
"9470","9470","9470","9470","0.12169044464826584","0.12169044464826584","0.12169044464826584"
"9471","9471","9471","9471","0.15721068903803825","0.11456409841775894","0.19985727965831757"
"9472","9472","9472","9472","0.14716234803199768","0.14716234803199768","0.14716234803199768"
"9473","9473","9473","9473","0.19489876925945282","0.1556396484375","0.23415789008140564"
"9474","9474","9474","9474","0.10259345173835754","0.08331430703401566","0.12187259644269943"
"9475","9475","9475","9475","0.09299372136592865","0.09299372136592865","0.09299372136592865"
"9476","9476","9476","9476","0.11297343671321869","0.11297343671321869","0.11297343671321869"
"9477","9477","9477","9477","0.20481491833925247","0.1475607305765152","0.26206910610198975"
"9478","9478","9478","9478","0.15550950914621353","0.12463080883026123","0.18638820946216583"
"9479","9479","9479","9479","0.18470366671681404","0.07621587067842484","0.29319146275520325"
"9480","9480","9480","9480","0.2543405778706074","0.09496644884347916","0.4137147068977356"
"9481","9481","9481","9481","0.1785600334405899","0.11798492074012756","0.23913514614105225"
"9482","9482","9482","9482","0.09929200261831284","0.07222104072570801","0.12636296451091766"
"9483","9483","9483","9483","0.1613580733537674","0.12686443328857422","0.19585171341896057"
"9484","9484","9484","9484","0.15750715881586075","0.14967840909957886","0.16533590853214264"
"9485","9485","9485","9485","0.14039970934391022","0.14039970934391022","0.14039970934391022"
"9486","9486","9486","9486","0.14795714616775513","0.14795714616775513","0.14795714616775513"
"9487","9487","9487","9487","0.1716296374797821","0.1716296374797821","0.1716296374797821"
"9488","9488","9488","9488","0.1232140064239502","0.1232140064239502","0.1232140064239502"
"9489","9489","9489","9489","0.4221712350845337","0.126542329788208","0.7178001403808594"
"9490","9490","9490","9490","0.19725635647773743","0.14822779595851898","0.24628491699695587"
"9491","9491","9491","9491","0.23112402111291885","0.12072600424289703","0.3415220379829407"
